Time_Interval,Country_Area,Total_Generation
25/06/2024 12:15:00 - 25/06/2024 12:30:00,Spain (ES),34084
25/06/2024 12:30:00 - 25/06/2024 12:45:00,Spain (ES),34204
25/06/2024 12:45:00 - 25/06/2024 13:00:00,Spain (ES),34444
25/06/2024 13:00:00 - 25/06/2024 13:15:00,Spain (ES),34380
25/06/2024 13:15:00 - 25/06/2024 13:30:00,Spain (ES),34584
25/06/2024 13:30:00 - 25/06/2024 13:45:00,Spain (ES),34584
25/06/2024 13:45:00 - 25/06/2024 14:00:00,Spain (ES),34404
25/06/2024 14:00:00 - 25/06/2024 14:15:00,Spain (ES),34544
25/06/2024 14:15:00 - 25/06/2024 14:30:00,Spain (ES),34608
25/06/2024 14:30:00 - 25/06/2024 14:45:00,Spain (ES),34988
25/06/2024 14:45:00 - 25/06/2024 15:00:00,Spain (ES),34880
25/06/2024 15:00:00 - 25/06/2024 15:15:00,Spain (ES),35252
25/06/2024 15:15:00 - 25/06/2024 15:30:00,Spain (ES),35428
25/06/2024 15:30:00 - 25/06/2024 15:45:00,Spain (ES),35168
25/06/2024 15:45:00 - 25/06/2024 16:00:00,Spain (ES),35128
25/06/2024 16:00:00 - 25/06/2024 16:15:00,Spain (ES),34828
25/06/2024 16:15:00 - 25/06/2024 16:30:00,Spain (ES),34464
25/06/2024 16:30:00 - 25/06/2024 16:45:00,Spain (ES),34464
25/06/2024 16:45:00 - 25/06/2024 17:00:00,Spain (ES),34812
25/06/2024 17:00:00 - 25/06/2024 17:15:00,Spain (ES),34812
25/06/2024 17:15:00 - 25/06/2024 17:30:00,Spain (ES),35628
25/06/2024 17:30:00 - 25/06/2024 17:45:00,Spain (ES),35720
25/06/2024 17:45:00 - 25/06/2024 18:00:00,Spain (ES),35756
25/06/2024 18:00:00 - 25/06/2024 18:15:00,Spain (ES),35892
25/06/2024 18:15:00 - 25/06/2024 18:30:00,Spain (ES),35284
25/06/2024 18:30:00 - 25/06/2024 18:45:00,Spain (ES),35052
25/06/2024 18:45:00 - 25/06/2024 19:00:00,Spain (ES),34884
25/06/2024 19:00:00 - 25/06/2024 19:15:00,Spain (ES),34800
25/06/2024 19:15:00 - 25/06/2024 19:30:00,Spain (ES),34504
25/06/2024 19:30:00 - 25/06/2024 19:45:00,Spain (ES),34208
25/06/2024 19:45:00 - 25/06/2024 20:00:00,Spain (ES),34308
25/06/2024 20:00:00 - 25/06/2024 20:15:00,Spain (ES),34436
25/06/2024 20:15:00 - 25/06/2024 20:30:00,Spain (ES),32580
25/06/2024 20:30:00 - 25/06/2024 20:45:00,Spain (ES),32352
25/06/2024 20:45:00 - 25/06/2024 21:00:00,Spain (ES),32340
25/06/2024 21:00:00 - 25/06/2024 21:15:00,Spain (ES),32400
25/06/2024 21:15:00 - 25/06/2024 21:30:00,Spain (ES),30492
25/06/2024 21:30:00 - 25/06/2024 21:45:00,Spain (ES),30000
25/06/2024 21:45:00 - 25/06/2024 22:00:00,Spain (ES),30140
25/06/2024 22:00:00 - 25/06/2024 22:15:00,Spain (ES),30400
25/06/2024 22:15:00 - 25/06/2024 22:30:00,Spain (ES),30596
25/06/2024 22:30:00 - 25/06/2024 22:45:00,Spain (ES),30292
25/06/2024 22:45:00 - 25/06/2024 23:00:00,Spain (ES),29812
25/06/2024 23:00:00 - 25/06/2024 23:15:00,Spain (ES),29444
25/06/2024 23:15:00 - 25/06/2024 23:30:00,Spain (ES),29276
25/06/2024 23:30:00 - 25/06/2024 23:45:00,Spain (ES),28752
25/06/2024 23:45:00 - 26/06/2024 00:00:00,Spain (ES),28092
25/07/2024 00:00:00 - 25/07/2024 00:15:00,Spain (ES),31872
25/07/2024 00:15:00 - 25/07/2024 00:30:00,Spain (ES),31888
25/07/2024 00:30:00 - 25/07/2024 00:45:00,Spain (ES),31696
25/07/2024 00:45:00 - 25/07/2024 01:00:00,Spain (ES),31196
25/07/2024 01:00:00 - 25/07/2024 01:15:00,Spain (ES),30484
25/07/2024 01:15:00 - 25/07/2024 01:30:00,Spain (ES),29924
25/07/2024 01:30:00 - 25/07/2024 01:45:00,Spain (ES),29304
25/07/2024 01:45:00 - 25/07/2024 02:00:00,Spain (ES),28812
25/07/2024 02:00:00 - 25/07/2024 02:15:00,Spain (ES),28356
25/07/2024 02:15:00 - 25/07/2024 02:30:00,Spain (ES),27944
25/07/2024 02:30:00 - 25/07/2024 02:45:00,Spain (ES),27624
25/07/2024 02:45:00 - 25/07/2024 03:00:00,Spain (ES),27372
25/07/2024 03:00:00 - 25/07/2024 03:15:00,Spain (ES),27132
25/07/2024 03:15:00 - 25/07/2024 03:30:00,Spain (ES),26948
25/07/2024 03:30:00 - 25/07/2024 03:45:00,Spain (ES),26732
25/07/2024 03:45:00 - 25/07/2024 04:00:00,Spain (ES),26380
25/07/2024 04:00:00 - 25/07/2024 04:15:00,Spain (ES),26336
25/07/2024 04:15:00 - 25/07/2024 04:30:00,Spain (ES),26360
25/07/2024 04:30:00 - 25/07/2024 04:45:00,Spain (ES),26168
25/07/2024 04:45:00 - 25/07/2024 05:00:00,Spain (ES),26044
25/07/2024 05:00:00 - 25/07/2024 05:15:00,Spain (ES),26020
25/07/2024 05:15:00 - 25/07/2024 05:30:00,Spain (ES),25908
25/07/2024 05:30:00 - 25/07/2024 05:45:00,Spain (ES),25808
25/07/2024 05:45:00 - 25/07/2024 06:00:00,Spain (ES),25860
25/07/2024 06:00:00 - 25/07/2024 06:15:00,Spain (ES),25880
25/07/2024 06:15:00 - 25/07/2024 06:30:00,Spain (ES),25656
25/07/2024 06:30:00 - 25/07/2024 06:45:00,Spain (ES),25984
25/07/2024 06:45:00 - 25/07/2024 07:00:00,Spain (ES),26180
25/07/2024 07:00:00 - 25/07/2024 07:15:00,Spain (ES),26276
25/07/2024 07:15:00 - 25/07/2024 07:30:00,Spain (ES),26544
25/07/2024 07:30:00 - 25/07/2024 07:45:00,Spain (ES),26928
25/07/2024 07:45:00 - 25/07/2024 08:00:00,Spain (ES),27232
25/07/2024 08:00:00 - 25/07/2024 08:15:00,Spain (ES),27840
25/07/2024 08:15:00 - 25/07/2024 08:30:00,Spain (ES),28552
25/07/2024 08:30:00 - 25/07/2024 08:45:00,Spain (ES),29420
25/07/2024 08:45:00 - 25/07/2024 09:00:00,Spain (ES),29724
25/07/2024 09:00:00 - 25/07/2024 09:15:00,Spain (ES),29916
25/07/2024 09:15:00 - 25/07/2024 09:30:00,Spain (ES),31288
25/07/2024 09:30:00 - 25/07/2024 09:45:00,Spain (ES),32396
25/07/2024 09:45:00 - 25/07/2024 10:00:00,Spain (ES),32324
25/07/2024 10:00:00 - 25/07/2024 10:15:00,Spain (ES),32392
25/07/2024 10:15:00 - 25/07/2024 10:30:00,Spain (ES),33080
25/07/2024 10:30:00 - 25/07/2024 10:45:00,Spain (ES),33348
25/07/2024 10:45:00 - 25/07/2024 11:00:00,Spain (ES),33508
25/07/2024 11:00:00 - 25/07/2024 11:15:00,Spain (ES),33752
25/07/2024 11:15:00 - 25/07/2024 11:30:00,Spain (ES),34368
25/07/2024 11:30:00 - 25/07/2024 11:45:00,Spain (ES),34628
25/07/2024 11:45:00 - 25/07/2024 12:00:00,Spain (ES),34864
25/07/2024 12:00:00 - 25/07/2024 12:15:00,Spain (ES),35196
25/07/2024 12:15:00 - 25/07/2024 12:30:00,Spain (ES),35664
25/07/2024 12:30:00 - 25/07/2024 12:45:00,Spain (ES),36172
25/07/2024 12:45:00 - 25/07/2024 13:00:00,Spain (ES),36528
25/07/2024 13:00:00 - 25/07/2024 13:15:00,Spain (ES),36520
25/07/2024 13:15:00 - 25/07/2024 13:30:00,Spain (ES),36568
25/07/2024 13:30:00 - 25/07/2024 13:45:00,Spain (ES),36552
25/07/2024 13:45:00 - 25/07/2024 14:00:00,Spain (ES),36604
25/07/2024 14:00:00 - 25/07/2024 14:15:00,Spain (ES),36784
25/07/2024 14:15:00 - 25/07/2024 14:30:00,Spain (ES),36976
25/07/2024 14:30:00 - 25/07/2024 14:45:00,Spain (ES),37388
25/07/2024 14:45:00 - 25/07/2024 15:00:00,Spain (ES),37612
25/07/2024 15:00:00 - 25/07/2024 15:15:00,Spain (ES),37712
25/07/2024 15:15:00 - 25/07/2024 15:30:00,Spain (ES),37432
25/07/2024 15:30:00 - 25/07/2024 15:45:00,Spain (ES),37328
25/07/2024 15:45:00 - 25/07/2024 16:00:00,Spain (ES),37528
25/07/2024 16:00:00 - 25/07/2024 16:15:00,Spain (ES),37300
25/07/2024 16:15:00 - 25/07/2024 16:30:00,Spain (ES),37256
25/07/2024 16:30:00 - 25/07/2024 16:45:00,Spain (ES),37276
25/07/2024 16:45:00 - 25/07/2024 17:00:00,Spain (ES),37444
25/07/2024 17:00:00 - 25/07/2024 17:15:00,Spain (ES),37388
25/07/2024 17:15:00 - 25/07/2024 17:30:00,Spain (ES),36924
25/07/2024 17:30:00 - 25/07/2024 17:45:00,Spain (ES),37228
25/07/2024 17:45:00 - 25/07/2024 18:00:00,Spain (ES),37300
25/07/2024 18:00:00 - 25/07/2024 18:15:00,Spain (ES),37192
25/07/2024 18:15:00 - 25/07/2024 18:30:00,Spain (ES),36972
25/07/2024 18:30:00 - 25/07/2024 18:45:00,Spain (ES),36828
25/07/2024 18:45:00 - 25/07/2024 19:00:00,Spain (ES),36624
25/07/2024 19:00:00 - 25/07/2024 19:15:00,Spain (ES),36700
25/07/2024 19:15:00 - 25/07/2024 19:30:00,Spain (ES),36764
25/07/2024 19:30:00 - 25/07/2024 19:45:00,Spain (ES),36092
25/07/2024 19:45:00 - 25/07/2024 20:00:00,Spain (ES),35612
25/07/2024 20:00:00 - 25/07/2024 20:15:00,Spain (ES),35236
25/07/2024 20:15:00 - 25/07/2024 20:30:00,Spain (ES),33896
25/07/2024 20:30:00 - 25/07/2024 20:45:00,Spain (ES),33480
25/07/2024 20:45:00 - 25/07/2024 21:00:00,Spain (ES),33460
25/07/2024 21:00:00 - 25/07/2024 21:15:00,Spain (ES),33420
25/07/2024 21:15:00 - 25/07/2024 21:30:00,Spain (ES),32724
25/07/2024 21:30:00 - 25/07/2024 21:45:00,Spain (ES),32628
25/07/2024 21:45:00 - 25/07/2024 22:00:00,Spain (ES),32996
25/07/2024 22:00:00 - 25/07/2024 22:15:00,Spain (ES),32928
25/07/2024 22:15:00 - 25/07/2024 22:30:00,Spain (ES),32580
25/07/2024 22:30:00 - 25/07/2024 22:45:00,Spain (ES),32240
25/07/2024 22:45:00 - 25/07/2024 23:00:00,Spain (ES),31792
25/07/2024 23:00:00 - 25/07/2024 23:15:00,Spain (ES),31340
25/07/2024 23:15:00 - 25/07/2024 23:30:00,Spain (ES),31120
25/07/2024 23:30:00 - 25/07/2024 23:45:00,Spain (ES),30668
25/07/2024 23:45:00 - 26/07/2024 00:00:00,Spain (ES),30040
25/08/2024 00:00:00 - 25/08/2024 00:15:00,Spain (ES),26700
25/08/2024 00:15:00 - 25/08/2024 00:30:00,Spain (ES),26408
25/08/2024 00:30:00 - 25/08/2024 00:45:00,Spain (ES),26404
25/08/2024 00:45:00 - 25/08/2024 01:00:00,Spain (ES),25936
25/08/2024 01:00:00 - 25/08/2024 01:15:00,Spain (ES),25600
25/08/2024 01:15:00 - 25/08/2024 01:30:00,Spain (ES),25516
25/08/2024 01:30:00 - 25/08/2024 01:45:00,Spain (ES),25412
25/08/2024 01:45:00 - 25/08/2024 02:00:00,Spain (ES),25000
25/08/2024 02:00:00 - 25/08/2024 02:15:00,Spain (ES),24860
25/08/2024 02:15:00 - 25/08/2024 02:30:00,Spain (ES),24600
25/08/2024 02:30:00 - 25/08/2024 02:45:00,Spain (ES),24424
25/08/2024 02:45:00 - 25/08/2024 03:00:00,Spain (ES),24436
25/08/2024 03:00:00 - 25/08/2024 03:15:00,Spain (ES),24208
25/08/2024 03:15:00 - 25/08/2024 03:30:00,Spain (ES),24128
25/08/2024 03:30:00 - 25/08/2024 03:45:00,Spain (ES),24032
25/08/2024 03:45:00 - 25/08/2024 04:00:00,Spain (ES),24028
25/08/2024 04:00:00 - 25/08/2024 04:15:00,Spain (ES),23876
25/08/2024 04:15:00 - 25/08/2024 04:30:00,Spain (ES),23536
25/08/2024 04:30:00 - 25/08/2024 04:45:00,Spain (ES),23372
25/08/2024 04:45:00 - 25/08/2024 05:00:00,Spain (ES),23268
25/08/2024 05:00:00 - 25/08/2024 05:15:00,Spain (ES),23108
25/08/2024 05:15:00 - 25/08/2024 05:30:00,Spain (ES),23216
25/08/2024 05:30:00 - 25/08/2024 05:45:00,Spain (ES),23192
25/08/2024 05:45:00 - 25/08/2024 06:00:00,Spain (ES),23124
25/08/2024 06:00:00 - 25/08/2024 06:15:00,Spain (ES),23128
25/08/2024 06:15:00 - 25/08/2024 06:30:00,Spain (ES),23320
25/08/2024 06:30:00 - 25/08/2024 06:45:00,Spain (ES),23216
25/08/2024 06:45:00 - 25/08/2024 07:00:00,Spain (ES),23164
25/08/2024 07:00:00 - 25/08/2024 07:15:00,Spain (ES),23052
25/08/2024 07:15:00 - 25/08/2024 07:30:00,Spain (ES),23548
25/08/2024 07:30:00 - 25/08/2024 07:45:00,Spain (ES),23372
25/08/2024 07:45:00 - 25/08/2024 08:00:00,Spain (ES),23128
25/08/2024 08:00:00 - 25/08/2024 08:15:00,Spain (ES),22604
25/08/2024 08:15:00 - 25/08/2024 08:30:00,Spain (ES),22932
25/08/2024 08:30:00 - 25/08/2024 08:45:00,Spain (ES),23168
25/08/2024 08:45:00 - 25/08/2024 09:00:00,Spain (ES),23428
25/08/2024 09:00:00 - 25/08/2024 09:15:00,Spain (ES),23892
25/08/2024 09:15:00 - 25/08/2024 09:30:00,Spain (ES),24948
25/08/2024 09:30:00 - 25/08/2024 09:45:00,Spain (ES),25500
25/08/2024 09:45:00 - 25/08/2024 10:00:00,Spain (ES),25480
25/08/2024 10:00:00 - 25/08/2024 10:15:00,Spain (ES),26204
25/08/2024 10:15:00 - 25/08/2024 10:30:00,Spain (ES),25936
25/08/2024 10:30:00 - 25/08/2024 10:45:00,Spain (ES),26252
25/08/2024 10:45:00 - 25/08/2024 11:00:00,Spain (ES),26316
25/08/2024 11:00:00 - 25/08/2024 11:15:00,Spain (ES),26612
25/08/2024 11:15:00 - 25/08/2024 11:30:00,Spain (ES),27156
25/08/2024 11:30:00 - 25/08/2024 11:45:00,Spain (ES),27328
25/08/2024 11:45:00 - 25/08/2024 12:00:00,Spain (ES),27456
25/08/2024 12:00:00 - 25/08/2024 12:15:00,Spain (ES),27656
25/08/2024 12:15:00 - 25/08/2024 12:30:00,Spain (ES),28008
25/08/2024 12:30:00 - 25/08/2024 12:45:00,Spain (ES),28248
25/08/2024 12:45:00 - 25/08/2024 13:00:00,Spain (ES),28456
25/08/2024 13:00:00 - 25/08/2024 13:15:00,Spain (ES),28668
25/08/2024 13:15:00 - 25/08/2024 13:30:00,Spain (ES),29304
25/08/2024 13:30:00 - 25/08/2024 13:45:00,Spain (ES),29776
25/08/2024 13:45:00 - 25/08/2024 14:00:00,Spain (ES),30112
25/08/2024 14:00:00 - 25/08/2024 14:15:00,Spain (ES),30168
25/08/2024 14:15:00 - 25/08/2024 14:30:00,Spain (ES),30500
25/08/2024 14:30:00 - 25/08/2024 14:45:00,Spain (ES),30472
25/08/2024 14:45:00 - 25/08/2024 15:00:00,Spain (ES),30492
25/08/2024 15:00:00 - 25/08/2024 15:15:00,Spain (ES),30452
25/08/2024 15:15:00 - 25/08/2024 15:30:00,Spain (ES),30308
25/08/2024 15:30:00 - 25/08/2024 15:45:00,Spain (ES),30172
25/08/2024 15:45:00 - 25/08/2024 16:00:00,Spain (ES),30004
25/08/2024 16:00:00 - 25/08/2024 16:15:00,Spain (ES),29892
25/08/2024 16:15:00 - 25/08/2024 16:30:00,Spain (ES),29308
25/08/2024 16:30:00 - 25/08/2024 16:45:00,Spain (ES),29272
25/08/2024 16:45:00 - 25/08/2024 17:00:00,Spain (ES),29472
25/08/2024 17:00:00 - 25/08/2024 17:15:00,Spain (ES),29464
25/08/2024 17:15:00 - 25/08/2024 17:30:00,Spain (ES),31008
25/08/2024 17:30:00 - 25/08/2024 17:45:00,Spain (ES),31544
25/08/2024 17:45:00 - 25/08/2024 18:00:00,Spain (ES),31452
25/08/2024 18:00:00 - 25/08/2024 18:15:00,Spain (ES),31556
25/08/2024 18:15:00 - 25/08/2024 18:30:00,Spain (ES),31852
25/08/2024 18:30:00 - 25/08/2024 18:45:00,Spain (ES),31992
25/08/2024 18:45:00 - 25/08/2024 19:00:00,Spain (ES),32376
25/08/2024 19:00:00 - 25/08/2024 19:15:00,Spain (ES),31640
25/08/2024 19:15:00 - 25/08/2024 19:30:00,Spain (ES),30880
25/08/2024 19:30:00 - 25/08/2024 19:45:00,Spain (ES),30752
25/08/2024 19:45:00 - 25/08/2024 20:00:00,Spain (ES),30736
25/08/2024 20:00:00 - 25/08/2024 20:15:00,Spain (ES),29692
25/08/2024 20:15:00 - 25/08/2024 20:30:00,Spain (ES),29300
25/08/2024 20:30:00 - 25/08/2024 20:45:00,Spain (ES),28872
25/08/2024 20:45:00 - 25/08/2024 21:00:00,Spain (ES),29020
25/08/2024 21:00:00 - 25/08/2024 21:15:00,Spain (ES),29204
25/08/2024 21:15:00 - 25/08/2024 21:30:00,Spain (ES),29148
25/08/2024 21:30:00 - 25/08/2024 21:45:00,Spain (ES),29764
25/08/2024 21:45:00 - 25/08/2024 22:00:00,Spain (ES),29880
25/08/2024 22:00:00 - 25/08/2024 22:15:00,Spain (ES),29824
25/08/2024 22:15:00 - 25/08/2024 22:30:00,Spain (ES),29700
25/08/2024 22:30:00 - 25/08/2024 22:45:00,Spain (ES),29376
25/08/2024 22:45:00 - 25/08/2024 23:00:00,Spain (ES),29012
25/08/2024 23:00:00 - 25/08/2024 23:15:00,Spain (ES),28632
25/08/2024 23:15:00 - 25/08/2024 23:30:00,Spain (ES),28836
25/08/2024 23:30:00 - 25/08/2024 23:45:00,Spain (ES),28504
25/08/2024 23:45:00 - 26/08/2024 00:00:00,Spain (ES),28028
25/09/2024 00:00:00 - 25/09/2024 00:15:00,Spain (ES),24584
25/09/2024 00:15:00 - 25/09/2024 00:30:00,Spain (ES),23860
25/09/2024 00:30:00 - 25/09/2024 00:45:00,Spain (ES),23376
25/09/2024 00:45:00 - 25/09/2024 01:00:00,Spain (ES),23112
25/09/2024 01:00:00 - 25/09/2024 01:15:00,Spain (ES),22940
25/09/2024 01:15:00 - 25/09/2024 01:30:00,Spain (ES),22604
25/09/2024 01:30:00 - 25/09/2024 01:45:00,Spain (ES),22276
25/09/2024 01:45:00 - 25/09/2024 02:00:00,Spain (ES),22184
25/09/2024 02:00:00 - 25/09/2024 02:15:00,Spain (ES),22076
25/09/2024 02:15:00 - 25/09/2024 02:30:00,Spain (ES),21604
25/09/2024 02:30:00 - 25/09/2024 02:45:00,Spain (ES),21476
25/09/2024 02:45:00 - 25/09/2024 03:00:00,Spain (ES),21296
25/09/2024 03:00:00 - 25/09/2024 03:15:00,Spain (ES),21440
25/09/2024 03:15:00 - 25/09/2024 03:30:00,Spain (ES),21880
25/09/2024 03:30:00 - 25/09/2024 03:45:00,Spain (ES),22128
25/09/2024 03:45:00 - 25/09/2024 04:00:00,Spain (ES),22052
25/09/2024 04:00:00 - 25/09/2024 04:15:00,Spain (ES),21920
25/09/2024 04:15:00 - 25/09/2024 04:30:00,Spain (ES),21928
25/09/2024 04:30:00 - 25/09/2024 04:45:00,Spain (ES),22096
25/09/2024 04:45:00 - 25/09/2024 05:00:00,Spain (ES),22080
25/09/2024 05:00:00 - 25/09/2024 05:15:00,Spain (ES),22100
25/09/2024 05:15:00 - 25/09/2024 05:30:00,Spain (ES),22124
25/09/2024 05:30:00 - 25/09/2024 05:45:00,Spain (ES),22376
25/09/2024 05:45:00 - 25/09/2024 06:00:00,Spain (ES),22500
25/09/2024 06:00:00 - 25/09/2024 06:15:00,Spain (ES),22868
25/09/2024 06:15:00 - 25/09/2024 06:30:00,Spain (ES),23432
25/09/2024 06:30:00 - 25/09/2024 06:45:00,Spain (ES),24036
25/09/2024 06:45:00 - 25/09/2024 07:00:00,Spain (ES),24524
25/09/2024 07:00:00 - 25/09/2024 07:15:00,Spain (ES),25052
25/09/2024 07:15:00 - 25/09/2024 07:30:00,Spain (ES),24980
25/09/2024 07:30:00 - 25/09/2024 07:45:00,Spain (ES),25644
25/09/2024 07:45:00 - 25/09/2024 08:00:00,Spain (ES),26324
25/09/2024 08:00:00 - 25/09/2024 08:15:00,Spain (ES),26516
25/09/2024 08:15:00 - 25/09/2024 08:30:00,Spain (ES),26916
25/09/2024 08:30:00 - 25/09/2024 08:45:00,Spain (ES),27352
25/09/2024 08:45:00 - 25/09/2024 09:00:00,Spain (ES),27496
25/09/2024 09:00:00 - 25/09/2024 09:15:00,Spain (ES),27672
25/09/2024 09:15:00 - 25/09/2024 09:30:00,Spain (ES),29208
25/09/2024 09:30:00 - 25/09/2024 09:45:00,Spain (ES),29664
25/09/2024 09:45:00 - 25/09/2024 10:00:00,Spain (ES),29452
25/09/2024 10:00:00 - 25/09/2024 10:15:00,Spain (ES),29588
25/09/2024 10:15:00 - 25/09/2024 10:30:00,Spain (ES),29468
25/09/2024 10:30:00 - 25/09/2024 10:45:00,Spain (ES),29824
25/09/2024 10:45:00 - 25/09/2024 11:00:00,Spain (ES),29856
25/09/2024 11:00:00 - 25/09/2024 11:15:00,Spain (ES),29952
25/09/2024 11:15:00 - 25/09/2024 11:30:00,Spain (ES),31032
25/09/2024 11:30:00 - 25/09/2024 11:45:00,Spain (ES),31688
25/09/2024 11:45:00 - 25/09/2024 12:00:00,Spain (ES),31844
25/09/2024 12:00:00 - 25/09/2024 12:15:00,Spain (ES),31868
25/09/2024 12:15:00 - 25/09/2024 12:30:00,Spain (ES),32340
25/09/2024 12:30:00 - 25/09/2024 12:45:00,Spain (ES),32912
25/09/2024 12:45:00 - 25/09/2024 13:00:00,Spain (ES),33248
25/09/2024 13:00:00 - 25/09/2024 13:15:00,Spain (ES),33504
25/09/2024 13:15:00 - 25/09/2024 13:30:00,Spain (ES),34228
25/09/2024 13:30:00 - 25/09/2024 13:45:00,Spain (ES),34160
25/09/2024 13:45:00 - 25/09/2024 14:00:00,Spain (ES),34104
25/09/2024 14:00:00 - 25/09/2024 14:15:00,Spain (ES),33988
25/09/2024 14:15:00 - 25/09/2024 14:30:00,Spain (ES),34752
25/09/2024 14:30:00 - 25/09/2024 14:45:00,Spain (ES),35316
25/09/2024 14:45:00 - 25/09/2024 15:00:00,Spain (ES),35372
25/09/2024 15:00:00 - 25/09/2024 15:15:00,Spain (ES),35240
25/09/2024 15:15:00 - 25/09/2024 15:30:00,Spain (ES),34880
25/09/2024 15:30:00 - 25/09/2024 15:45:00,Spain (ES),35092
25/09/2024 15:45:00 - 25/09/2024 16:00:00,Spain (ES),34940
25/09/2024 16:00:00 - 25/09/2024 16:15:00,Spain (ES),34800
25/09/2024 16:15:00 - 25/09/2024 16:30:00,Spain (ES),35064
25/09/2024 16:30:00 - 25/09/2024 16:45:00,Spain (ES),34972
25/09/2024 16:45:00 - 25/09/2024 17:00:00,Spain (ES),34892
25/09/2024 17:00:00 - 25/09/2024 17:15:00,Spain (ES),34788
25/09/2024 17:15:00 - 25/09/2024 17:30:00,Spain (ES),33608
25/09/2024 17:30:00 - 25/09/2024 17:45:00,Spain (ES),33580
25/09/2024 17:45:00 - 25/09/2024 18:00:00,Spain (ES),33688
25/09/2024 18:00:00 - 25/09/2024 18:15:00,Spain (ES),33796
25/09/2024 18:15:00 - 25/09/2024 18:30:00,Spain (ES),32824
25/09/2024 18:30:00 - 25/09/2024 18:45:00,Spain (ES),32692
25/09/2024 18:45:00 - 25/09/2024 19:00:00,Spain (ES),33080
25/09/2024 19:00:00 - 25/09/2024 19:15:00,Spain (ES),32788
25/09/2024 19:15:00 - 25/09/2024 19:30:00,Spain (ES),32360
25/09/2024 19:30:00 - 25/09/2024 19:45:00,Spain (ES),32284
25/09/2024 19:45:00 - 25/09/2024 20:00:00,Spain (ES),32064
25/09/2024 20:00:00 - 25/09/2024 20:15:00,Spain (ES),32204
25/09/2024 20:15:00 - 25/09/2024 20:30:00,Spain (ES),31656
25/09/2024 20:30:00 - 25/09/2024 20:45:00,Spain (ES),32036
25/09/2024 20:45:00 - 25/09/2024 21:00:00,Spain (ES),32468
25/09/2024 21:00:00 - 25/09/2024 21:15:00,Spain (ES),32556
25/09/2024 21:15:00 - 25/09/2024 21:30:00,Spain (ES),32820
25/09/2024 21:30:00 - 25/09/2024 21:45:00,Spain (ES),32228
25/09/2024 21:45:00 - 25/09/2024 22:00:00,Spain (ES),31508
25/09/2024 22:00:00 - 25/09/2024 22:15:00,Spain (ES),30984
25/09/2024 22:15:00 - 25/09/2024 22:30:00,Spain (ES),30912
25/09/2024 22:30:00 - 25/09/2024 22:45:00,Spain (ES),30520
25/09/2024 22:45:00 - 25/09/2024 23:00:00,Spain (ES),29460
25/09/2024 23:00:00 - 25/09/2024 23:15:00,Spain (ES),28852
25/09/2024 23:15:00 - 25/09/2024 23:30:00,Spain (ES),28248
25/09/2024 23:30:00 - 25/09/2024 23:45:00,Spain (ES),27688
25/09/2024 23:45:00 - 26/09/2024 00:00:00,Spain (ES),27152
25/10/2024 00:00:00 - 25/10/2024 00:15:00,Spain (ES),25384
25/10/2024 00:15:00 - 25/10/2024 00:30:00,Spain (ES),24472
25/10/2024 00:30:00 - 25/10/2024 00:45:00,Spain (ES),23816
25/10/2024 00:45:00 - 25/10/2024 01:00:00,Spain (ES),23616
25/10/2024 01:00:00 - 25/10/2024 01:15:00,Spain (ES),23344
25/10/2024 01:15:00 - 25/10/2024 01:30:00,Spain (ES),23364
25/10/2024 01:30:00 - 25/10/2024 01:45:00,Spain (ES),23048
25/10/2024 01:45:00 - 25/10/2024 02:00:00,Spain (ES),22752
25/10/2024 02:00:00 - 25/10/2024 02:15:00,Spain (ES),22516
25/10/2024 02:15:00 - 25/10/2024 02:30:00,Spain (ES),22892
25/10/2024 02:30:00 - 25/10/2024 02:45:00,Spain (ES),23016
25/10/2024 02:45:00 - 25/10/2024 03:00:00,Spain (ES),22972
25/10/2024 03:00:00 - 25/10/2024 03:15:00,Spain (ES),22644
25/10/2024 03:15:00 - 25/10/2024 03:30:00,Spain (ES),22324
25/10/2024 03:30:00 - 25/10/2024 03:45:00,Spain (ES),22328
25/10/2024 03:45:00 - 25/10/2024 04:00:00,Spain (ES),22288
25/10/2024 04:00:00 - 25/10/2024 04:15:00,Spain (ES),22316
25/10/2024 04:15:00 - 25/10/2024 04:30:00,Spain (ES),22084
25/10/2024 04:30:00 - 25/10/2024 04:45:00,Spain (ES),21692
25/10/2024 04:45:00 - 25/10/2024 05:00:00,Spain (ES),21540
25/10/2024 05:00:00 - 25/10/2024 05:15:00,Spain (ES),21640
25/10/2024 05:15:00 - 25/10/2024 05:30:00,Spain (ES),21636
25/10/2024 05:30:00 - 25/10/2024 05:45:00,Spain (ES),21908
25/10/2024 05:45:00 - 25/10/2024 06:00:00,Spain (ES),22076
25/10/2024 06:00:00 - 25/10/2024 06:15:00,Spain (ES),22228
25/10/2024 06:15:00 - 25/10/2024 06:30:00,Spain (ES),21920
25/10/2024 06:30:00 - 25/10/2024 06:45:00,Spain (ES),22504
25/10/2024 06:45:00 - 25/10/2024 07:00:00,Spain (ES),22920
25/10/2024 07:00:00 - 25/10/2024 07:15:00,Spain (ES),23896
25/10/2024 07:15:00 - 25/10/2024 07:30:00,Spain (ES),24660
25/10/2024 07:30:00 - 25/10/2024 07:45:00,Spain (ES),25332
25/10/2024 07:45:00 - 25/10/2024 08:00:00,Spain (ES),26216
