Time_Interval,Country_Area,Total_Generation
01/04/2024 19:15:00 - 01/04/2024 19:30:00,Spain (ES),28508
01/04/2024 19:30:00 - 01/04/2024 19:45:00,Spain (ES),28700
01/04/2024 19:45:00 - 01/04/2024 20:00:00,Spain (ES),29196
01/04/2024 20:00:00 - 01/04/2024 20:15:00,Spain (ES),29380
01/04/2024 20:15:00 - 01/04/2024 20:30:00,Spain (ES),29656
01/04/2024 20:30:00 - 01/04/2024 20:45:00,Spain (ES),29844
01/04/2024 20:45:00 - 01/04/2024 21:00:00,Spain (ES),30364
01/04/2024 21:00:00 - 01/04/2024 21:15:00,Spain (ES),30840
01/04/2024 21:15:00 - 01/04/2024 21:30:00,Spain (ES),31380
01/04/2024 21:30:00 - 01/04/2024 21:45:00,Spain (ES),31652
01/04/2024 21:45:00 - 01/04/2024 22:00:00,Spain (ES),31608
01/04/2024 22:00:00 - 01/04/2024 22:15:00,Spain (ES),31280
01/04/2024 22:15:00 - 01/04/2024 22:30:00,Spain (ES),30996
01/04/2024 22:30:00 - 01/04/2024 22:45:00,Spain (ES),30556
01/04/2024 22:45:00 - 01/04/2024 23:00:00,Spain (ES),29820
01/04/2024 23:00:00 - 01/04/2024 23:15:00,Spain (ES),29320
01/04/2024 23:15:00 - 01/04/2024 23:30:00,Spain (ES),28460
01/04/2024 23:30:00 - 01/04/2024 23:45:00,Spain (ES),28064
01/04/2024 23:45:00 - 02/04/2024 00:00:00,Spain (ES),27652
01/05/2024 00:00:00 - 01/05/2024 00:15:00,Spain (ES),25756
01/05/2024 00:15:00 - 01/05/2024 00:30:00,Spain (ES),25592
01/05/2024 00:30:00 - 01/05/2024 00:45:00,Spain (ES),25364
01/05/2024 00:45:00 - 01/05/2024 01:00:00,Spain (ES),25128
01/05/2024 01:00:00 - 01/05/2024 01:15:00,Spain (ES),24888
01/05/2024 01:15:00 - 01/05/2024 01:30:00,Spain (ES),24572
01/05/2024 01:30:00 - 01/05/2024 01:45:00,Spain (ES),24376
01/05/2024 01:45:00 - 01/05/2024 02:00:00,Spain (ES),24160
01/05/2024 02:00:00 - 01/05/2024 02:15:00,Spain (ES),23976
01/05/2024 02:15:00 - 01/05/2024 02:30:00,Spain (ES),23988
01/05/2024 02:30:00 - 01/05/2024 02:45:00,Spain (ES),24032
01/05/2024 02:45:00 - 01/05/2024 03:00:00,Spain (ES),23928
01/05/2024 03:00:00 - 01/05/2024 03:15:00,Spain (ES),23672
01/05/2024 03:15:00 - 01/05/2024 03:30:00,Spain (ES),23724
01/05/2024 03:30:00 - 01/05/2024 03:45:00,Spain (ES),23556
01/05/2024 03:45:00 - 01/05/2024 04:00:00,Spain (ES),23428
01/05/2024 04:00:00 - 01/05/2024 04:15:00,Spain (ES),23452
01/05/2024 04:15:00 - 01/05/2024 04:30:00,Spain (ES),22912
01/05/2024 04:30:00 - 01/05/2024 04:45:00,Spain (ES),22784
01/05/2024 04:45:00 - 01/05/2024 05:00:00,Spain (ES),22764
01/05/2024 05:00:00 - 01/05/2024 05:15:00,Spain (ES),22748
01/05/2024 05:15:00 - 01/05/2024 05:30:00,Spain (ES),23092
01/05/2024 05:30:00 - 01/05/2024 05:45:00,Spain (ES),23212
01/05/2024 05:45:00 - 01/05/2024 06:00:00,Spain (ES),23220
01/05/2024 06:00:00 - 01/05/2024 06:15:00,Spain (ES),23228
01/05/2024 06:15:00 - 01/05/2024 06:30:00,Spain (ES),23828
01/05/2024 06:30:00 - 01/05/2024 06:45:00,Spain (ES),24112
01/05/2024 06:45:00 - 01/05/2024 07:00:00,Spain (ES),24092
01/05/2024 07:00:00 - 01/05/2024 07:15:00,Spain (ES),24100
01/05/2024 07:15:00 - 01/05/2024 07:30:00,Spain (ES),24604
01/05/2024 07:30:00 - 01/05/2024 07:45:00,Spain (ES),24708
01/05/2024 07:45:00 - 01/05/2024 08:00:00,Spain (ES),24512
01/05/2024 08:00:00 - 01/05/2024 08:15:00,Spain (ES),24576
01/05/2024 08:15:00 - 01/05/2024 08:30:00,Spain (ES),25340
01/05/2024 08:30:00 - 01/05/2024 08:45:00,Spain (ES),26152
01/05/2024 08:45:00 - 01/05/2024 09:00:00,Spain (ES),26872
01/05/2024 09:00:00 - 01/05/2024 09:15:00,Spain (ES),27448
01/05/2024 09:15:00 - 01/05/2024 09:30:00,Spain (ES),28432
01/05/2024 09:30:00 - 01/05/2024 09:45:00,Spain (ES),29672
01/05/2024 09:45:00 - 01/05/2024 10:00:00,Spain (ES),30156
01/05/2024 10:00:00 - 01/05/2024 10:15:00,Spain (ES),30080
01/05/2024 10:15:00 - 01/05/2024 10:30:00,Spain (ES),26904
01/05/2024 10:30:00 - 01/05/2024 10:45:00,Spain (ES),26344
01/05/2024 10:45:00 - 01/05/2024 11:00:00,Spain (ES),27368
01/05/2024 11:00:00 - 01/05/2024 11:15:00,Spain (ES),27784
01/05/2024 11:15:00 - 01/05/2024 11:30:00,Spain (ES),27508
01/05/2024 11:30:00 - 01/05/2024 11:45:00,Spain (ES),27556
01/05/2024 11:45:00 - 01/05/2024 12:00:00,Spain (ES),28492
01/05/2024 12:00:00 - 01/05/2024 12:15:00,Spain (ES),28560
01/05/2024 12:15:00 - 01/05/2024 12:30:00,Spain (ES),28884
01/05/2024 12:30:00 - 01/05/2024 12:45:00,Spain (ES),28644
01/05/2024 12:45:00 - 01/05/2024 13:00:00,Spain (ES),29232
01/05/2024 13:00:00 - 01/05/2024 13:15:00,Spain (ES),29200
01/05/2024 13:15:00 - 01/05/2024 13:30:00,Spain (ES),26480
01/05/2024 13:30:00 - 01/05/2024 13:45:00,Spain (ES),26432
01/05/2024 13:45:00 - 01/05/2024 14:00:00,Spain (ES),26700
01/05/2024 14:00:00 - 01/05/2024 14:15:00,Spain (ES),26664
01/05/2024 14:15:00 - 01/05/2024 14:30:00,Spain (ES),26332
01/05/2024 14:30:00 - 01/05/2024 14:45:00,Spain (ES),26188
01/05/2024 14:45:00 - 01/05/2024 15:00:00,Spain (ES),26056
01/05/2024 15:00:00 - 01/05/2024 15:15:00,Spain (ES),25140
01/05/2024 15:15:00 - 01/05/2024 15:30:00,Spain (ES),25064
01/05/2024 15:30:00 - 01/05/2024 15:45:00,Spain (ES),24848
01/05/2024 15:45:00 - 01/05/2024 16:00:00,Spain (ES),24444
01/05/2024 16:00:00 - 01/05/2024 16:15:00,Spain (ES),24232
01/05/2024 16:15:00 - 01/05/2024 16:30:00,Spain (ES),24456
01/05/2024 16:30:00 - 01/05/2024 16:45:00,Spain (ES),24588
01/05/2024 16:45:00 - 01/05/2024 17:00:00,Spain (ES),24732
01/05/2024 17:00:00 - 01/05/2024 17:15:00,Spain (ES),25056
01/05/2024 17:15:00 - 01/05/2024 17:30:00,Spain (ES),27368
01/05/2024 17:30:00 - 01/05/2024 17:45:00,Spain (ES),27696
01/05/2024 17:45:00 - 01/05/2024 18:00:00,Spain (ES),27908
01/05/2024 18:00:00 - 01/05/2024 18:15:00,Spain (ES),27912
01/05/2024 18:15:00 - 01/05/2024 18:30:00,Spain (ES),27976
01/05/2024 18:30:00 - 01/05/2024 18:45:00,Spain (ES),28196
01/05/2024 18:45:00 - 01/05/2024 19:00:00,Spain (ES),28108
01/05/2024 19:00:00 - 01/05/2024 19:15:00,Spain (ES),28292
01/05/2024 19:15:00 - 01/05/2024 19:30:00,Spain (ES),28676
01/05/2024 19:30:00 - 01/05/2024 19:45:00,Spain (ES),28808
01/05/2024 19:45:00 - 01/05/2024 20:00:00,Spain (ES),28928
01/05/2024 20:00:00 - 01/05/2024 20:15:00,Spain (ES),28668
01/05/2024 20:15:00 - 01/05/2024 20:30:00,Spain (ES),28152
01/05/2024 20:30:00 - 01/05/2024 20:45:00,Spain (ES),27904
01/05/2024 20:45:00 - 01/05/2024 21:00:00,Spain (ES),28004
01/05/2024 21:00:00 - 01/05/2024 21:15:00,Spain (ES),27896
01/05/2024 21:15:00 - 01/05/2024 21:30:00,Spain (ES),27056
01/05/2024 21:30:00 - 01/05/2024 21:45:00,Spain (ES),27064
01/05/2024 21:45:00 - 01/05/2024 22:00:00,Spain (ES),27484
01/05/2024 22:00:00 - 01/05/2024 22:15:00,Spain (ES),27348
01/05/2024 22:15:00 - 01/05/2024 22:30:00,Spain (ES),27112
01/05/2024 22:30:00 - 01/05/2024 22:45:00,Spain (ES),26572
01/05/2024 22:45:00 - 01/05/2024 23:00:00,Spain (ES),26036
01/05/2024 23:00:00 - 01/05/2024 23:15:00,Spain (ES),25520
01/05/2024 23:15:00 - 01/05/2024 23:30:00,Spain (ES),26240
01/05/2024 23:30:00 - 01/05/2024 23:45:00,Spain (ES),26020
01/05/2024 23:45:00 - 02/05/2024 00:00:00,Spain (ES),25284
01/06/2024 00:00:00 - 01/06/2024 00:15:00,Spain (ES),28144
01/06/2024 00:15:00 - 01/06/2024 00:30:00,Spain (ES),28488
01/06/2024 00:30:00 - 01/06/2024 00:45:00,Spain (ES),28632
01/06/2024 00:45:00 - 01/06/2024 01:00:00,Spain (ES),28280
01/06/2024 01:00:00 - 01/06/2024 01:15:00,Spain (ES),27560
01/06/2024 01:15:00 - 01/06/2024 01:30:00,Spain (ES),27400
01/06/2024 01:30:00 - 01/06/2024 01:45:00,Spain (ES),27144
01/06/2024 01:45:00 - 01/06/2024 02:00:00,Spain (ES),26924
01/06/2024 02:00:00 - 01/06/2024 02:15:00,Spain (ES),26580
01/06/2024 02:15:00 - 01/06/2024 02:30:00,Spain (ES),25976
01/06/2024 02:30:00 - 01/06/2024 02:45:00,Spain (ES),25604
01/06/2024 02:45:00 - 01/06/2024 03:00:00,Spain (ES),25508
01/06/2024 03:00:00 - 01/06/2024 03:15:00,Spain (ES),25084
01/06/2024 03:15:00 - 01/06/2024 03:30:00,Spain (ES),24052
01/06/2024 03:30:00 - 01/06/2024 03:45:00,Spain (ES),24112
01/06/2024 03:45:00 - 01/06/2024 04:00:00,Spain (ES),23912
01/06/2024 04:00:00 - 01/06/2024 04:15:00,Spain (ES),23848
01/06/2024 04:15:00 - 01/06/2024 04:30:00,Spain (ES),23136
01/06/2024 04:30:00 - 01/06/2024 04:45:00,Spain (ES),22824
01/06/2024 04:45:00 - 01/06/2024 05:00:00,Spain (ES),22692
01/06/2024 05:00:00 - 01/06/2024 05:15:00,Spain (ES),22700
01/06/2024 05:15:00 - 01/06/2024 05:30:00,Spain (ES),23896
01/06/2024 05:30:00 - 01/06/2024 05:45:00,Spain (ES),23976
01/06/2024 05:45:00 - 01/06/2024 06:00:00,Spain (ES),24100
01/06/2024 06:00:00 - 01/06/2024 06:15:00,Spain (ES),24068
01/06/2024 06:15:00 - 01/06/2024 06:30:00,Spain (ES),24272
01/06/2024 06:30:00 - 01/06/2024 06:45:00,Spain (ES),24152
01/06/2024 06:45:00 - 01/06/2024 07:00:00,Spain (ES),24128
01/06/2024 07:00:00 - 01/06/2024 07:15:00,Spain (ES),24036
01/06/2024 07:15:00 - 01/06/2024 07:30:00,Spain (ES),24612
01/06/2024 07:30:00 - 01/06/2024 07:45:00,Spain (ES),24852
01/06/2024 07:45:00 - 01/06/2024 08:00:00,Spain (ES),25100
01/06/2024 08:00:00 - 01/06/2024 08:15:00,Spain (ES),25456
01/06/2024 08:15:00 - 01/06/2024 08:30:00,Spain (ES),26268
01/06/2024 08:30:00 - 01/06/2024 08:45:00,Spain (ES),26948
01/06/2024 08:45:00 - 01/06/2024 09:00:00,Spain (ES),27128
01/06/2024 09:00:00 - 01/06/2024 09:15:00,Spain (ES),27852
01/06/2024 09:15:00 - 01/06/2024 09:30:00,Spain (ES),29700
01/06/2024 09:30:00 - 01/06/2024 09:45:00,Spain (ES),30256
01/06/2024 09:45:00 - 01/06/2024 10:00:00,Spain (ES),30516
01/06/2024 10:00:00 - 01/06/2024 10:15:00,Spain (ES),30776
01/06/2024 10:15:00 - 01/06/2024 10:30:00,Spain (ES),31444
01/06/2024 10:30:00 - 01/06/2024 10:45:00,Spain (ES),31208
01/06/2024 10:45:00 - 01/06/2024 11:00:00,Spain (ES),31444
01/06/2024 11:00:00 - 01/06/2024 11:15:00,Spain (ES),31544
01/06/2024 11:15:00 - 01/06/2024 11:30:00,Spain (ES),31796
01/06/2024 11:30:00 - 01/06/2024 11:45:00,Spain (ES),32060
01/06/2024 11:45:00 - 01/06/2024 12:00:00,Spain (ES),32184
01/06/2024 12:00:00 - 01/06/2024 12:15:00,Spain (ES),31892
01/06/2024 12:15:00 - 01/06/2024 12:30:00,Spain (ES),32472
01/06/2024 12:30:00 - 01/06/2024 12:45:00,Spain (ES),32532
01/06/2024 12:45:00 - 01/06/2024 13:00:00,Spain (ES),32600
01/06/2024 13:00:00 - 01/06/2024 13:15:00,Spain (ES),32784
01/06/2024 13:15:00 - 01/06/2024 13:30:00,Spain (ES),32860
01/06/2024 13:30:00 - 01/06/2024 13:45:00,Spain (ES),33016
01/06/2024 13:45:00 - 01/06/2024 14:00:00,Spain (ES),33084
01/06/2024 14:00:00 - 01/06/2024 14:15:00,Spain (ES),33120
01/06/2024 14:15:00 - 01/06/2024 14:30:00,Spain (ES),33012
01/06/2024 14:30:00 - 01/06/2024 14:45:00,Spain (ES),32888
01/06/2024 14:45:00 - 01/06/2024 15:00:00,Spain (ES),32508
01/06/2024 15:00:00 - 01/06/2024 15:15:00,Spain (ES),32116
01/06/2024 15:15:00 - 01/06/2024 15:30:00,Spain (ES),31844
01/06/2024 15:30:00 - 01/06/2024 15:45:00,Spain (ES),31500
01/06/2024 15:45:00 - 01/06/2024 16:00:00,Spain (ES),31488
01/06/2024 16:00:00 - 01/06/2024 16:15:00,Spain (ES),31316
01/06/2024 16:15:00 - 01/06/2024 16:30:00,Spain (ES),31152
01/06/2024 16:30:00 - 01/06/2024 16:45:00,Spain (ES),31156
01/06/2024 16:45:00 - 01/06/2024 17:00:00,Spain (ES),30996
01/06/2024 17:00:00 - 01/06/2024 17:15:00,Spain (ES),31156
01/06/2024 17:15:00 - 01/06/2024 17:30:00,Spain (ES),31092
01/06/2024 17:30:00 - 01/06/2024 17:45:00,Spain (ES),31564
01/06/2024 17:45:00 - 01/06/2024 18:00:00,Spain (ES),31556
01/06/2024 18:00:00 - 01/06/2024 18:15:00,Spain (ES),31912
01/06/2024 18:15:00 - 01/06/2024 18:30:00,Spain (ES),31780
01/06/2024 18:30:00 - 01/06/2024 18:45:00,Spain (ES),31856
01/06/2024 18:45:00 - 01/06/2024 19:00:00,Spain (ES),31908
01/06/2024 19:00:00 - 01/06/2024 19:15:00,Spain (ES),32004
01/06/2024 19:15:00 - 01/06/2024 19:30:00,Spain (ES),31884
01/06/2024 19:30:00 - 01/06/2024 19:45:00,Spain (ES),31948
01/06/2024 19:45:00 - 01/06/2024 20:00:00,Spain (ES),31456
01/06/2024 20:00:00 - 01/06/2024 20:15:00,Spain (ES),31272
01/06/2024 20:15:00 - 01/06/2024 20:30:00,Spain (ES),31548
01/06/2024 20:30:00 - 01/06/2024 20:45:00,Spain (ES),31248
01/06/2024 20:45:00 - 01/06/2024 21:00:00,Spain (ES),30884
01/06/2024 21:00:00 - 01/06/2024 21:15:00,Spain (ES),30624
01/06/2024 21:15:00 - 01/06/2024 21:30:00,Spain (ES),30612
01/06/2024 21:30:00 - 01/06/2024 21:45:00,Spain (ES),30392
01/06/2024 21:45:00 - 01/06/2024 22:00:00,Spain (ES),30160
01/06/2024 22:00:00 - 01/06/2024 22:15:00,Spain (ES),30368
01/06/2024 22:15:00 - 01/06/2024 22:30:00,Spain (ES),30412
01/06/2024 22:30:00 - 01/06/2024 22:45:00,Spain (ES),29816
01/06/2024 22:45:00 - 01/06/2024 23:00:00,Spain (ES),29408
01/06/2024 23:00:00 - 01/06/2024 23:15:00,Spain (ES),28844
01/06/2024 23:15:00 - 01/06/2024 23:30:00,Spain (ES),28576
01/06/2024 23:30:00 - 01/06/2024 23:45:00,Spain (ES),28144
01/06/2024 23:45:00 - 02/06/2024 00:00:00,Spain (ES),27776
01/07/2024 00:00:00 - 01/07/2024 00:15:00,Spain (ES),24260
01/07/2024 00:15:00 - 01/07/2024 00:30:00,Spain (ES),24668
01/07/2024 00:30:00 - 01/07/2024 00:45:00,Spain (ES),24200
01/07/2024 00:45:00 - 01/07/2024 01:00:00,Spain (ES),23724
01/07/2024 01:00:00 - 01/07/2024 01:15:00,Spain (ES),23240
01/07/2024 01:15:00 - 01/07/2024 01:30:00,Spain (ES),22536
01/07/2024 01:30:00 - 01/07/2024 01:45:00,Spain (ES),22260
01/07/2024 01:45:00 - 01/07/2024 02:00:00,Spain (ES),22220
01/07/2024 02:00:00 - 01/07/2024 02:15:00,Spain (ES),21980
01/07/2024 02:15:00 - 01/07/2024 02:30:00,Spain (ES),22028
01/07/2024 02:30:00 - 01/07/2024 02:45:00,Spain (ES),21984
01/07/2024 02:45:00 - 01/07/2024 03:00:00,Spain (ES),21880
01/07/2024 03:00:00 - 01/07/2024 03:15:00,Spain (ES),21636
01/07/2024 03:15:00 - 01/07/2024 03:30:00,Spain (ES),21452
01/07/2024 03:30:00 - 01/07/2024 03:45:00,Spain (ES),21568
01/07/2024 03:45:00 - 01/07/2024 04:00:00,Spain (ES),21704
01/07/2024 04:00:00 - 01/07/2024 04:15:00,Spain (ES),21732
01/07/2024 04:15:00 - 01/07/2024 04:30:00,Spain (ES),22212
01/07/2024 04:30:00 - 01/07/2024 04:45:00,Spain (ES),22372
01/07/2024 04:45:00 - 01/07/2024 05:00:00,Spain (ES),22532
01/07/2024 05:00:00 - 01/07/2024 05:15:00,Spain (ES),22596
01/07/2024 05:15:00 - 01/07/2024 05:30:00,Spain (ES),22636
01/07/2024 05:30:00 - 01/07/2024 05:45:00,Spain (ES),22744
01/07/2024 05:45:00 - 01/07/2024 06:00:00,Spain (ES),22912
01/07/2024 06:00:00 - 01/07/2024 06:15:00,Spain (ES),23116
01/07/2024 06:15:00 - 01/07/2024 06:30:00,Spain (ES),23700
01/07/2024 06:30:00 - 01/07/2024 06:45:00,Spain (ES),24116
01/07/2024 06:45:00 - 01/07/2024 07:00:00,Spain (ES),24252
01/07/2024 07:00:00 - 01/07/2024 07:15:00,Spain (ES),24616
01/07/2024 07:15:00 - 01/07/2024 07:30:00,Spain (ES),25520
01/07/2024 07:30:00 - 01/07/2024 07:45:00,Spain (ES),26436
01/07/2024 07:45:00 - 01/07/2024 08:00:00,Spain (ES),27116
01/07/2024 08:00:00 - 01/07/2024 08:15:00,Spain (ES),27688
01/07/2024 08:15:00 - 01/07/2024 08:30:00,Spain (ES),29656
01/07/2024 08:30:00 - 01/07/2024 08:45:00,Spain (ES),30660
01/07/2024 08:45:00 - 01/07/2024 09:00:00,Spain (ES),30956
01/07/2024 09:00:00 - 01/07/2024 09:15:00,Spain (ES),31568
01/07/2024 09:15:00 - 01/07/2024 09:30:00,Spain (ES),32924
01/07/2024 09:30:00 - 01/07/2024 09:45:00,Spain (ES),34168
01/07/2024 09:45:00 - 01/07/2024 10:00:00,Spain (ES),34124
01/07/2024 10:00:00 - 01/07/2024 10:15:00,Spain (ES),34280
01/07/2024 10:15:00 - 01/07/2024 10:30:00,Spain (ES),35140
01/07/2024 10:30:00 - 01/07/2024 10:45:00,Spain (ES),35968
01/07/2024 10:45:00 - 01/07/2024 11:00:00,Spain (ES),35872
01/07/2024 11:00:00 - 01/07/2024 11:15:00,Spain (ES),35876
01/07/2024 11:15:00 - 01/07/2024 11:30:00,Spain (ES),35212
01/07/2024 11:30:00 - 01/07/2024 11:45:00,Spain (ES),35188
01/07/2024 11:45:00 - 01/07/2024 12:00:00,Spain (ES),35260
01/07/2024 12:00:00 - 01/07/2024 12:15:00,Spain (ES),35168
01/07/2024 12:15:00 - 01/07/2024 12:30:00,Spain (ES),35440
01/07/2024 12:30:00 - 01/07/2024 12:45:00,Spain (ES),35532
01/07/2024 12:45:00 - 01/07/2024 13:00:00,Spain (ES),35744
01/07/2024 13:00:00 - 01/07/2024 13:15:00,Spain (ES),35756
01/07/2024 13:15:00 - 01/07/2024 13:30:00,Spain (ES),36184
01/07/2024 13:30:00 - 01/07/2024 13:45:00,Spain (ES),36240
01/07/2024 13:45:00 - 01/07/2024 14:00:00,Spain (ES),36232
01/07/2024 14:00:00 - 01/07/2024 14:15:00,Spain (ES),36188
01/07/2024 14:15:00 - 01/07/2024 14:30:00,Spain (ES),36232
01/07/2024 14:30:00 - 01/07/2024 14:45:00,Spain (ES),35976
01/07/2024 14:45:00 - 01/07/2024 15:00:00,Spain (ES),35980
01/07/2024 15:00:00 - 01/07/2024 15:15:00,Spain (ES),35812
01/07/2024 15:15:00 - 01/07/2024 15:30:00,Spain (ES),36284
01/07/2024 15:30:00 - 01/07/2024 15:45:00,Spain (ES),36240
01/07/2024 15:45:00 - 01/07/2024 16:00:00,Spain (ES),36216
01/07/2024 16:00:00 - 01/07/2024 16:15:00,Spain (ES),36132
01/07/2024 16:15:00 - 01/07/2024 16:30:00,Spain (ES),36040
01/07/2024 16:30:00 - 01/07/2024 16:45:00,Spain (ES),36028
01/07/2024 16:45:00 - 01/07/2024 17:00:00,Spain (ES),35740
01/07/2024 17:00:00 - 01/07/2024 17:15:00,Spain (ES),35744
01/07/2024 17:15:00 - 01/07/2024 17:30:00,Spain (ES),36080
01/07/2024 17:30:00 - 01/07/2024 17:45:00,Spain (ES),35748
01/07/2024 17:45:00 - 01/07/2024 18:00:00,Spain (ES),35456
01/07/2024 18:00:00 - 01/07/2024 18:15:00,Spain (ES),35444
01/07/2024 18:15:00 - 01/07/2024 18:30:00,Spain (ES),35332
01/07/2024 18:30:00 - 01/07/2024 18:45:00,Spain (ES),35360
01/07/2024 18:45:00 - 01/07/2024 19:00:00,Spain (ES),35660
01/07/2024 19:00:00 - 01/07/2024 19:15:00,Spain (ES),35676
01/07/2024 19:15:00 - 01/07/2024 19:30:00,Spain (ES),35312
01/07/2024 19:30:00 - 01/07/2024 19:45:00,Spain (ES),35064
01/07/2024 19:45:00 - 01/07/2024 20:00:00,Spain (ES),34964
01/07/2024 20:00:00 - 01/07/2024 20:15:00,Spain (ES),34920
01/07/2024 20:15:00 - 01/07/2024 20:30:00,Spain (ES),31720
01/07/2024 20:30:00 - 01/07/2024 20:45:00,Spain (ES),31676
01/07/2024 20:45:00 - 01/07/2024 21:00:00,Spain (ES),31648
01/07/2024 21:00:00 - 01/07/2024 21:15:00,Spain (ES),31420
01/07/2024 21:15:00 - 01/07/2024 21:30:00,Spain (ES),30836
01/07/2024 21:30:00 - 01/07/2024 21:45:00,Spain (ES),30528
01/07/2024 21:45:00 - 01/07/2024 22:00:00,Spain (ES),30912
01/07/2024 22:00:00 - 01/07/2024 22:15:00,Spain (ES),31008
01/07/2024 22:15:00 - 01/07/2024 22:30:00,Spain (ES),31916
01/07/2024 22:30:00 - 01/07/2024 22:45:00,Spain (ES),31948
01/07/2024 22:45:00 - 01/07/2024 23:00:00,Spain (ES),31468
01/07/2024 23:00:00 - 01/07/2024 23:15:00,Spain (ES),30708
01/07/2024 23:15:00 - 01/07/2024 23:30:00,Spain (ES),31312
01/07/2024 23:30:00 - 01/07/2024 23:45:00,Spain (ES),31040
01/07/2024 23:45:00 - 02/07/2024 00:00:00,Spain (ES),30572
01/08/2024 00:00:00 - 01/08/2024 00:15:00,Spain (ES),31476
01/08/2024 00:15:00 - 01/08/2024 00:30:00,Spain (ES),31556
01/08/2024 00:30:00 - 01/08/2024 00:45:00,Spain (ES),31368
01/08/2024 00:45:00 - 01/08/2024 01:00:00,Spain (ES),30784
01/08/2024 01:00:00 - 01/08/2024 01:15:00,Spain (ES),30116
01/08/2024 01:15:00 - 01/08/2024 01:30:00,Spain (ES),29712
01/08/2024 01:30:00 - 01/08/2024 01:45:00,Spain (ES),29300
01/08/2024 01:45:00 - 01/08/2024 02:00:00,Spain (ES),28604
01/08/2024 02:00:00 - 01/08/2024 02:15:00,Spain (ES),28212
01/08/2024 02:15:00 - 01/08/2024 02:30:00,Spain (ES),28144
01/08/2024 02:30:00 - 01/08/2024 02:45:00,Spain (ES),27696
01/08/2024 02:45:00 - 01/08/2024 03:00:00,Spain (ES),27632
01/08/2024 03:00:00 - 01/08/2024 03:15:00,Spain (ES),27236
01/08/2024 03:15:00 - 01/08/2024 03:30:00,Spain (ES),27032
01/08/2024 03:30:00 - 01/08/2024 03:45:00,Spain (ES),26676
01/08/2024 03:45:00 - 01/08/2024 04:00:00,Spain (ES),26456
01/08/2024 04:00:00 - 01/08/2024 04:15:00,Spain (ES),26464
01/08/2024 04:15:00 - 01/08/2024 04:30:00,Spain (ES),26320
01/08/2024 04:30:00 - 01/08/2024 04:45:00,Spain (ES),26244
01/08/2024 04:45:00 - 01/08/2024 05:00:00,Spain (ES),26172
01/08/2024 05:00:00 - 01/08/2024 05:15:00,Spain (ES),25940
01/08/2024 05:15:00 - 01/08/2024 05:30:00,Spain (ES),26044
01/08/2024 05:30:00 - 01/08/2024 05:45:00,Spain (ES),25988
01/08/2024 05:45:00 - 01/08/2024 06:00:00,Spain (ES),26016
01/08/2024 06:00:00 - 01/08/2024 06:15:00,Spain (ES),26252
01/08/2024 06:15:00 - 01/08/2024 06:30:00,Spain (ES),26364
01/08/2024 06:30:00 - 01/08/2024 06:45:00,Spain (ES),26712
01/08/2024 06:45:00 - 01/08/2024 07:00:00,Spain (ES),26980
01/08/2024 07:00:00 - 01/08/2024 07:15:00,Spain (ES),27280
01/08/2024 07:15:00 - 01/08/2024 07:30:00,Spain (ES),27536
01/08/2024 07:30:00 - 01/08/2024 07:45:00,Spain (ES),27772
01/08/2024 07:45:00 - 01/08/2024 08:00:00,Spain (ES),28028
01/08/2024 08:00:00 - 01/08/2024 08:15:00,Spain (ES),28448
01/08/2024 08:15:00 - 01/08/2024 08:30:00,Spain (ES),29468
01/08/2024 08:30:00 - 01/08/2024 08:45:00,Spain (ES),29860
01/08/2024 08:45:00 - 01/08/2024 09:00:00,Spain (ES),30396
01/08/2024 09:00:00 - 01/08/2024 09:15:00,Spain (ES),30528
01/08/2024 09:15:00 - 01/08/2024 09:30:00,Spain (ES),31464
01/08/2024 09:30:00 - 01/08/2024 09:45:00,Spain (ES),32688
01/08/2024 09:45:00 - 01/08/2024 10:00:00,Spain (ES),33520
01/08/2024 10:00:00 - 01/08/2024 10:15:00,Spain (ES),34156
01/08/2024 10:15:00 - 01/08/2024 10:30:00,Spain (ES),34252
01/08/2024 10:30:00 - 01/08/2024 10:45:00,Spain (ES),34884
01/08/2024 10:45:00 - 01/08/2024 11:00:00,Spain (ES),35060
01/08/2024 11:00:00 - 01/08/2024 11:15:00,Spain (ES),35596
01/08/2024 11:15:00 - 01/08/2024 11:30:00,Spain (ES),36096
01/08/2024 11:30:00 - 01/08/2024 11:45:00,Spain (ES),36440
01/08/2024 11:45:00 - 01/08/2024 12:00:00,Spain (ES),36656
01/08/2024 12:00:00 - 01/08/2024 12:15:00,Spain (ES),36900
01/08/2024 12:15:00 - 01/08/2024 12:30:00,Spain (ES),36584
01/08/2024 12:30:00 - 01/08/2024 12:45:00,Spain (ES),36440
01/08/2024 12:45:00 - 01/08/2024 13:00:00,Spain (ES),36832
01/08/2024 13:00:00 - 01/08/2024 13:15:00,Spain (ES),37164
01/08/2024 13:15:00 - 01/08/2024 13:30:00,Spain (ES),37452
01/08/2024 13:30:00 - 01/08/2024 13:45:00,Spain (ES),37684
01/08/2024 13:45:00 - 01/08/2024 14:00:00,Spain (ES),38060
01/08/2024 14:00:00 - 01/08/2024 14:15:00,Spain (ES),38108
01/08/2024 14:15:00 - 01/08/2024 14:30:00,Spain (ES),37244
01/08/2024 14:30:00 - 01/08/2024 14:45:00,Spain (ES),37516
01/08/2024 14:45:00 - 01/08/2024 15:00:00,Spain (ES),37672
