"MTU","Out Area","In Area","Physical Flow (MW)"
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","France (FR)","Spain (ES)","3281.84"
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","Spain (ES)","Portugal (PT)","1503.20"
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","Portugal (PT)","Spain (ES)","0.00"
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","France (FR)","Spain (ES)","2856.84"
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","Spain (ES)","Portugal (PT)","1943.06"
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","Portugal (PT)","Spain (ES)","0.00"
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","France (FR)","Spain (ES)","2877.71"
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","Spain (ES)","Portugal (PT)","2783.56"
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","France (FR)","Spain (ES)","2676.03"
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","Spain (ES)","Portugal (PT)","2833.26"
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","France (FR)","Spain (ES)","2752.40"
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","Spain (ES)","Portugal (PT)","2862.61"
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","France (FR)","Spain (ES)","2799.67"
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","Spain (ES)","Portugal (PT)","2765.25"
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","France (FR)","Spain (ES)","2755.86"
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","Spain (ES)","Portugal (PT)","2682.97"
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","France (FR)","Spain (ES)","3252.87"
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","Spain (ES)","Portugal (PT)","2393.11"
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","France (FR)","Spain (ES)","3181.88"
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","Spain (ES)","Portugal (PT)","1994.44"
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","France (FR)","Spain (ES)","3349.63"
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","Spain (ES)","Portugal (PT)","1293.94"
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","France (FR)","Spain (ES)","2784.63"
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","Spain (ES)","Portugal (PT)","218.02"
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","France (FR)","Spain (ES)","2501.03"
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","Portugal (PT)","Spain (ES)","528.27"
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","France (FR)","Spain (ES)","2460.69"
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","Portugal (PT)","Spain (ES)","909.76"
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","France (FR)","Spain (ES)","3131.08"
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","Spain (ES)","Portugal (PT)","478.62"
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","France (FR)","Spain (ES)","3453.51"
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","Spain (ES)","Portugal (PT)","1295.17"
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","France (FR)","Spain (ES)","3457.67"
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","Spain (ES)","Portugal (PT)","1063.49"
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","France (FR)","Spain (ES)","3686.08"
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","Spain (ES)","Portugal (PT)","1088.76"
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","France (FR)","Spain (ES)","2934.04"
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","Spain (ES)","Portugal (PT)","207.03"
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","France (FR)","Spain (ES)","1870.92"
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","Portugal (PT)","Spain (ES)","1321.17"
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","France (FR)","Spain (ES)","2012.19"
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","Portugal (PT)","Spain (ES)","1802.18"
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","France (FR)","Spain (ES)","2817.87"
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","Portugal (PT)","Spain (ES)","1815.64"
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","France (FR)","Spain (ES)","3244.23"
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","Portugal (PT)","Spain (ES)","1484.42"
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","France (FR)","Spain (ES)","3137.58"
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","Portugal (PT)","Spain (ES)","1343.97"
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","France (FR)","Spain (ES)","3252.68"
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","Portugal (PT)","Spain (ES)","1003.08"
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","France (FR)","Spain (ES)","3194.66"
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","Portugal (PT)","Spain (ES)","1202.97"
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","France (FR)","Spain (ES)","3129.50"
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","Portugal (PT)","Spain (ES)","862.07"
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","France (FR)","Spain (ES)","3164.42"
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","Spain (ES)","Portugal (PT)","377.24"
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","France (FR)","Spain (ES)","2642.42"
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","Spain (ES)","Portugal (PT)","264.03"
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","France (FR)","Spain (ES)","1706.67"
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","Spain (ES)","Portugal (PT)","338.32"
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","France (FR)","Spain (ES)","940.84"
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","Spain (ES)","Portugal (PT)","585.74"
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","France (FR)","Spain (ES)","927.08"
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","Spain (ES)","Portugal (PT)","1029.76"
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","France (FR)","Spain (ES)","1276.66"
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","Spain (ES)","Portugal (PT)","1548.29"
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","Spain (ES)","France (FR)","516.64"
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","Spain (ES)","Portugal (PT)","892.71"
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","Spain (ES)","France (FR)","1811.27"
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","Spain (ES)","Portugal (PT)","159.76"
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","Spain (ES)","France (FR)","1909.62"
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","Portugal (PT)","Spain (ES)","1652.59"
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","Spain (ES)","France (FR)","1546.56"
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","Portugal (PT)","Spain (ES)","2544.41"
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","Spain (ES)","France (FR)","2249.33"
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","Portugal (PT)","Spain (ES)","1988.81"
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","Spain (ES)","France (FR)","2740.11"
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","Portugal (PT)","Spain (ES)","59.20"
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","Spain (ES)","France (FR)","2642.11"
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","Spain (ES)","Portugal (PT)","2071.49"
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","Spain (ES)","France (FR)","2902.47"
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","Spain (ES)","Portugal (PT)","2997.09"
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","Spain (ES)","France (FR)","2838.30"
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","Spain (ES)","Portugal (PT)","3134.20"
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","Spain (ES)","France (FR)","2896.03"
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","Spain (ES)","Portugal (PT)","3446.95"
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","Spain (ES)","France (FR)","2786.63"
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","Spain (ES)","Portugal (PT)","3385.64"
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","Spain (ES)","France (FR)","2873.11"
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","Spain (ES)","Portugal (PT)","3387.29"
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","Spain (ES)","France (FR)","2818.12"
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","Spain (ES)","Portugal (PT)","2541.54"
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","Spain (ES)","France (FR)","2788.94"
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","Spain (ES)","Portugal (PT)","1685.39"
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","Spain (ES)","France (FR)","2888.89"
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","Spain (ES)","Portugal (PT)","1163.72"
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","Spain (ES)","France (FR)","2733.93"
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","Spain (ES)","Portugal (PT)","1665.69"
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","Spain (ES)","France (FR)","2786.86"
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","Spain (ES)","Portugal (PT)","1723.53"
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","Spain (ES)","France (FR)","2894.09"
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","Spain (ES)","Portugal (PT)","1928.94"
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","Spain (ES)","France (FR)","2904.49"
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","Spain (ES)","Portugal (PT)","2411.94"
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","Spain (ES)","France (FR)","3354.15"
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","Spain (ES)","Portugal (PT)","2759.84"
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","Spain (ES)","France (FR)","3453.11"
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","Spain (ES)","Portugal (PT)","3207.67"
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","Spain (ES)","France (FR)","3455.41"
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","Spain (ES)","Portugal (PT)","3163.95"
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","Spain (ES)","France (FR)","3447.14"
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","Spain (ES)","Portugal (PT)","3234.83"
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","Spain (ES)","France (FR)","3542.75"
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","Spain (ES)","Portugal (PT)","3357.31"
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","Spain (ES)","France (FR)","3609.20"
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","Spain (ES)","Portugal (PT)","3490.08"
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","Spain (ES)","France (FR)","3203.65"
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","Spain (ES)","Portugal (PT)","3346.20"
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","Spain (ES)","France (FR)","2861.51"
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","Spain (ES)","Portugal (PT)","2876.47"
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","Spain (ES)","France (FR)","2733.39"
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","Spain (ES)","Portugal (PT)","2754.11"
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","Spain (ES)","France (FR)","3174.88"
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","Spain (ES)","Portugal (PT)","2889.26"
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","Spain (ES)","France (FR)","3390.26"
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","Spain (ES)","Portugal (PT)","3231.56"
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","Spain (ES)","France (FR)","3092.30"
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","Spain (ES)","Portugal (PT)","3512.23"
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","Spain (ES)","France (FR)","3075.31"
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","Spain (ES)","Portugal (PT)","3937.43"
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","Spain (ES)","France (FR)","2994.99"
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","Spain (ES)","Portugal (PT)","4069.23"
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","Spain (ES)","France (FR)","3126.32"
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","Spain (ES)","Portugal (PT)","4053.36"
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","Spain (ES)","France (FR)","3159.03"
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","Spain (ES)","Portugal (PT)","4157.70"
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","Spain (ES)","France (FR)","3050.92"
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","Spain (ES)","Portugal (PT)","4137.97"
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","Spain (ES)","France (FR)","2879.34"
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","Spain (ES)","Portugal (PT)","3516.06"
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","Spain (ES)","France (FR)","2876.04"
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","Spain (ES)","Portugal (PT)","2228.65"
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","Portugal (PT)","Spain (ES)","0.00"
