"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"28/11/2023 19:45 - 28/11/2023 20:00","CTA|ES","33708.00","33698.00"
"28/11/2023 20:00 - 28/11/2023 20:15","CTA|ES","33832.00","33952.00"
"28/11/2023 20:15 - 28/11/2023 20:30","CTA|ES","33840.00","33956.00"
"28/11/2023 20:30 - 28/11/2023 20:45","CTA|ES","34044.00","33857.00"
"28/11/2023 20:45 - 28/11/2023 21:00","CTA|ES","34160.00","33636.00"
"28/11/2023 21:00 - 28/11/2023 21:15","CTA|ES","34176.00","33580.00"
"28/11/2023 21:15 - 28/11/2023 21:30","CTA|ES","33924.00","33069.00"
"28/11/2023 21:30 - 28/11/2023 21:45","CTA|ES","33544.00","32403.00"
"28/11/2023 21:45 - 28/11/2023 22:00","CTA|ES","32716.00","31626.00"
"28/11/2023 22:00 - 28/11/2023 22:15","CTA|ES","31808.00","30805.00"
"28/11/2023 22:15 - 28/11/2023 22:30","CTA|ES","30916.00","29968.00"
"28/11/2023 22:30 - 28/11/2023 22:45","CTA|ES","30216.00","29173.00"
"28/11/2023 22:45 - 28/11/2023 23:00","CTA|ES","29508.00","28429.00"
"28/11/2023 23:00 - 28/11/2023 23:15","CTA|ES","28776.00","27669.00"
"28/11/2023 23:15 - 28/11/2023 23:30","CTA|ES","27984.00","27024.00"
"28/11/2023 23:30 - 28/11/2023 23:45","CTA|ES","27176.00","26426.00"
"28/11/2023 23:45 - 29/11/2023 00:00","CTA|ES","26604.00","25875.00"
"29/11/2023 00:00 - 29/11/2023 00:15","CTA|ES","25920.00","25463.00"
"29/11/2023 00:15 - 29/11/2023 00:30","CTA|ES","25652.00","24956.00"
"29/11/2023 00:30 - 29/11/2023 00:45","CTA|ES","25348.00","24483.00"
"29/11/2023 00:45 - 29/11/2023 01:00","CTA|ES","24784.00","24054.00"
"29/11/2023 01:00 - 29/11/2023 01:15","CTA|ES","24304.00","23567.00"
"29/11/2023 01:15 - 29/11/2023 01:30","CTA|ES","23876.00","23255.00"
"29/11/2023 01:30 - 29/11/2023 01:45","CTA|ES","23624.00","23010.00"
"29/11/2023 01:45 - 29/11/2023 02:00","CTA|ES","23556.00","22817.00"
"29/11/2023 02:00 - 29/11/2023 02:15","CTA|ES","23012.00","22639.00"
"29/11/2023 02:15 - 29/11/2023 02:30","CTA|ES","22836.00","22492.00"
"29/11/2023 02:30 - 29/11/2023 02:45","CTA|ES","22600.00","22344.00"
"29/11/2023 02:45 - 29/11/2023 03:00","CTA|ES","22532.00","22203.00"
"29/11/2023 03:00 - 29/11/2023 03:15","CTA|ES","22320.00","22014.00"
"29/11/2023 03:15 - 29/11/2023 03:30","CTA|ES","22168.00","21925.00"
"29/11/2023 03:30 - 29/11/2023 03:45","CTA|ES","22104.00","21878.00"
"29/11/2023 03:45 - 29/11/2023 04:00","CTA|ES","21860.00","21867.00"
"29/11/2023 04:00 - 29/11/2023 04:15","CTA|ES","22072.00","21837.00"
"29/11/2023 04:15 - 29/11/2023 04:30","CTA|ES","21944.00","21872.00"
"29/11/2023 04:30 - 29/11/2023 04:45","CTA|ES","21876.00","21926.00"
"29/11/2023 04:45 - 29/11/2023 05:00","CTA|ES","22008.00","22027.00"
"29/11/2023 05:00 - 29/11/2023 05:15","CTA|ES","22080.00","21958.00"
"29/11/2023 05:15 - 29/11/2023 05:30","CTA|ES","22376.00","22264.00"
"29/11/2023 05:30 - 29/11/2023 05:45","CTA|ES","22512.00","22723.00"
"29/11/2023 05:45 - 29/11/2023 06:00","CTA|ES","22592.00","23332.00"
"29/11/2023 06:00 - 29/11/2023 06:15","CTA|ES","22964.00","23897.00"
"29/11/2023 06:15 - 29/11/2023 06:30","CTA|ES","24120.00","24779.00"
"29/11/2023 06:30 - 29/11/2023 06:45","CTA|ES","24864.00","25777.00"
"29/11/2023 06:45 - 29/11/2023 07:00","CTA|ES","25656.00","26816.00"
"29/11/2023 07:00 - 29/11/2023 07:15","CTA|ES","26624.00","28181.00"
"29/11/2023 07:15 - 29/11/2023 07:30","CTA|ES","28028.00","29058.00"
"29/11/2023 07:30 - 29/11/2023 07:45","CTA|ES","29108.00","29736.00"
"29/11/2023 07:45 - 29/11/2023 08:00","CTA|ES","30036.00","30221.00"
"29/11/2023 08:00 - 29/11/2023 08:15","CTA|ES","30616.00","30809.00"
"29/11/2023 08:15 - 29/11/2023 08:30","CTA|ES","31072.00","30991.00"
"29/11/2023 08:30 - 29/11/2023 08:45","CTA|ES","31252.00","31059.00"
"29/11/2023 08:45 - 29/11/2023 09:00","CTA|ES","31328.00","31041.00"
"29/11/2023 09:00 - 29/11/2023 09:15","CTA|ES","31192.00","31011.00"
"29/11/2023 09:15 - 29/11/2023 09:30","CTA|ES","31084.00","30901.00"
"29/11/2023 09:30 - 29/11/2023 09:45","CTA|ES","31368.00","30781.00"
"29/11/2023 09:45 - 29/11/2023 10:00","CTA|ES","31444.00","30657.00"
"29/11/2023 10:00 - 29/11/2023 10:15","CTA|ES","31344.00","30536.00"
"29/11/2023 10:15 - 29/11/2023 10:30","CTA|ES","31412.00","30402.00"
"29/11/2023 10:30 - 29/11/2023 10:45","CTA|ES","31344.00","30263.00"
"29/11/2023 10:45 - 29/11/2023 11:00","CTA|ES","31264.00","30124.00"
"29/11/2023 11:00 - 29/11/2023 11:15","CTA|ES","31196.00","29970.00"
"29/11/2023 11:15 - 29/11/2023 11:30","CTA|ES","31132.00","29839.00"
"29/11/2023 11:30 - 29/11/2023 11:45","CTA|ES","31112.00","29719.00"
"29/11/2023 11:45 - 29/11/2023 12:00","CTA|ES","31112.00","29618.00"
"29/11/2023 12:00 - 29/11/2023 12:15","CTA|ES","31060.00","29473.00"
"29/11/2023 12:15 - 29/11/2023 12:30","CTA|ES","30976.00","29433.00"
"29/11/2023 12:30 - 29/11/2023 12:45","CTA|ES","31048.00","29434.00"
"29/11/2023 12:45 - 29/11/2023 13:00","CTA|ES","31192.00","29465.00"
"29/11/2023 13:00 - 29/11/2023 13:15","CTA|ES","31276.00","29515.00"
"29/11/2023 13:15 - 29/11/2023 13:30","CTA|ES","31180.00","29571.00"
"29/11/2023 13:30 - 29/11/2023 13:45","CTA|ES","31404.00","29622.00"
"29/11/2023 13:45 - 29/11/2023 14:00","CTA|ES","31424.00","29652.00"
"29/11/2023 14:00 - 29/11/2023 14:15","CTA|ES","31184.00","29742.00"
"29/11/2023 14:15 - 29/11/2023 14:30","CTA|ES","30992.00","29689.00"
"29/11/2023 14:30 - 29/11/2023 14:45","CTA|ES","31052.00","29583.00"
"29/11/2023 14:45 - 29/11/2023 15:00","CTA|ES","31028.00","29449.00"
"29/11/2023 15:00 - 29/11/2023 15:15","CTA|ES","30908.00","29223.00"
"29/11/2023 15:15 - 29/11/2023 15:30","CTA|ES","30836.00","29139.00"
"29/11/2023 15:30 - 29/11/2023 15:45","CTA|ES","30764.00","29124.00"
"29/11/2023 15:45 - 29/11/2023 16:00","CTA|ES","30680.00","29174.00"
"29/11/2023 16:00 - 29/11/2023 16:15","CTA|ES","30564.00","29197.00"
"29/11/2023 16:15 - 29/11/2023 16:30","CTA|ES","30628.00","29342.00"
"29/11/2023 16:30 - 29/11/2023 16:45","CTA|ES","30620.00","29520.00"
"29/11/2023 16:45 - 29/11/2023 17:00","CTA|ES","30520.00","29741.00"
"29/11/2023 17:00 - 29/11/2023 17:15","CTA|ES","30540.00","29897.00"
"29/11/2023 17:15 - 29/11/2023 17:30","CTA|ES","30872.00","30240.00"
"29/11/2023 17:30 - 29/11/2023 17:45","CTA|ES","30940.00","30655.00"
"29/11/2023 17:45 - 29/11/2023 18:00","CTA|ES","31372.00","31104.00"
"29/11/2023 18:00 - 29/11/2023 18:15","CTA|ES","32016.00","31686.00"
"29/11/2023 18:15 - 29/11/2023 18:30","CTA|ES","32352.00","32065.00"
"29/11/2023 18:30 - 29/11/2023 18:45","CTA|ES","32428.00","32351.00"
"29/11/2023 18:45 - 29/11/2023 19:00","CTA|ES","32696.00","32561.00"
"29/11/2023 19:00 - 29/11/2023 19:15","CTA|ES","32732.00","32755.00"
"29/11/2023 19:15 - 29/11/2023 19:30","CTA|ES","32932.00","32904.00"
"29/11/2023 19:30 - 29/11/2023 19:45","CTA|ES","32968.00","33058.00"
"29/11/2023 19:45 - 29/11/2023 20:00","CTA|ES","33208.00","33193.00"
"29/11/2023 20:00 - 29/11/2023 20:15","CTA|ES","33460.00","33473.00"
"29/11/2023 20:15 - 29/11/2023 20:30","CTA|ES","33528.00","33467.00"
"29/11/2023 20:30 - 29/11/2023 20:45","CTA|ES","33612.00","33342.00"
"29/11/2023 20:45 - 29/11/2023 21:00","CTA|ES","33740.00","33088.00"
"29/11/2023 21:00 - 29/11/2023 21:15","CTA|ES","33660.00","32979.00"
"29/11/2023 21:15 - 29/11/2023 21:30","CTA|ES","33368.00","32444.00"
"29/11/2023 21:30 - 29/11/2023 21:45","CTA|ES","32900.00","31771.00"
"29/11/2023 21:45 - 29/11/2023 22:00","CTA|ES","32352.00","31004.00"
"29/11/2023 22:00 - 29/11/2023 22:15","CTA|ES","31488.00","30174.00"
"29/11/2023 22:15 - 29/11/2023 22:30","CTA|ES","30596.00","29380.00"
"29/11/2023 22:30 - 29/11/2023 22:45","CTA|ES","29852.00","28646.00"
"29/11/2023 22:45 - 29/11/2023 23:00","CTA|ES","29120.00","27977.00"
"29/11/2023 23:00 - 29/11/2023 23:15","CTA|ES","28384.00","27281.00"
"29/11/2023 23:15 - 29/11/2023 23:30","CTA|ES","27464.00","26740.00"
"29/11/2023 23:30 - 29/11/2023 23:45","CTA|ES","26940.00","26255.00"
"29/11/2023 23:45 - 30/11/2023 00:00","CTA|ES","26300.00","25809.00"
"30/11/2023 00:00 - 30/11/2023 00:15","CTA|ES","25504.00","25675.00"
"30/11/2023 00:15 - 30/11/2023 00:30","CTA|ES","25172.00","25215.00"
"30/11/2023 00:30 - 30/11/2023 00:45","CTA|ES","24880.00","24781.00"
"30/11/2023 00:45 - 30/11/2023 01:00","CTA|ES","24336.00","24376.00"
"30/11/2023 01:00 - 30/11/2023 01:15","CTA|ES","23812.00","23937.00"
"30/11/2023 01:15 - 30/11/2023 01:30","CTA|ES","23372.00","23606.00"
"30/11/2023 01:30 - 30/11/2023 01:45","CTA|ES","23232.00","23318.00"
"30/11/2023 01:45 - 30/11/2023 02:00","CTA|ES","22936.00","23071.00"
"30/11/2023 02:00 - 30/11/2023 02:15","CTA|ES","22688.00","22799.00"
"30/11/2023 02:15 - 30/11/2023 02:30","CTA|ES","22436.00","22625.00"
"30/11/2023 02:30 - 30/11/2023 02:45","CTA|ES","22140.00","22482.00"
"30/11/2023 02:45 - 30/11/2023 03:00","CTA|ES","22016.00","22368.00"
"30/11/2023 03:00 - 30/11/2023 03:15","CTA|ES","21888.00","22235.00"
"30/11/2023 03:15 - 30/11/2023 03:30","CTA|ES","21912.00","22172.00"
"30/11/2023 03:30 - 30/11/2023 03:45","CTA|ES","21904.00","22131.00"
"30/11/2023 03:45 - 30/11/2023 04:00","CTA|ES","21744.00","22110.00"
"30/11/2023 04:00 - 30/11/2023 04:15","CTA|ES","21604.00","22061.00"
"30/11/2023 04:15 - 30/11/2023 04:30","CTA|ES","21660.00","22075.00"
"30/11/2023 04:30 - 30/11/2023 04:45","CTA|ES","21684.00","22112.00"
"30/11/2023 04:45 - 30/11/2023 05:00","CTA|ES","21688.00","22198.00"
"30/11/2023 05:00 - 30/11/2023 05:15","CTA|ES","21712.00","22120.00"
"30/11/2023 05:15 - 30/11/2023 05:30","CTA|ES","21908.00","22406.00"
"30/11/2023 05:30 - 30/11/2023 05:45","CTA|ES","22144.00","22837.00"
"30/11/2023 05:45 - 30/11/2023 06:00","CTA|ES","22236.00","23417.00"
"30/11/2023 06:00 - 30/11/2023 06:15","CTA|ES","22672.00","23934.00"
"30/11/2023 06:15 - 30/11/2023 06:30","CTA|ES","23868.00","24799.00"
"30/11/2023 06:30 - 30/11/2023 06:45","CTA|ES","24376.00","25792.00"
"30/11/2023 06:45 - 30/11/2023 07:00","CTA|ES","25284.00","26833.00"
"30/11/2023 07:00 - 30/11/2023 07:15","CTA|ES","26220.00","28219.00"
"30/11/2023 07:15 - 30/11/2023 07:30","CTA|ES","27836.00","29086.00"
"30/11/2023 07:30 - 30/11/2023 07:45","CTA|ES","28472.00","29738.00"
"30/11/2023 07:45 - 30/11/2023 08:00","CTA|ES","29316.00","30189.00"
"30/11/2023 08:00 - 30/11/2023 08:15","CTA|ES","29812.00","30717.00"
"30/11/2023 08:15 - 30/11/2023 08:30","CTA|ES","30284.00","30880.00"
"30/11/2023 08:30 - 30/11/2023 08:45","CTA|ES","30764.00","30949.00"
"30/11/2023 08:45 - 30/11/2023 09:00","CTA|ES","30840.00","30942.00"
"30/11/2023 09:00 - 30/11/2023 09:15","CTA|ES","30536.00","30954.00"
"30/11/2023 09:15 - 30/11/2023 09:30","CTA|ES","30660.00","30837.00"
"30/11/2023 09:30 - 30/11/2023 09:45","CTA|ES","30756.00","30687.00"
"30/11/2023 09:45 - 30/11/2023 10:00","CTA|ES","30788.00","30517.00"
"30/11/2023 10:00 - 30/11/2023 10:15","CTA|ES","30832.00","30313.00"
"30/11/2023 10:15 - 30/11/2023 10:30","CTA|ES","30836.00","30150.00"
"30/11/2023 10:30 - 30/11/2023 10:45","CTA|ES","30736.00","30010.00"
"30/11/2023 10:45 - 30/11/2023 11:00","CTA|ES","30612.00","29900.00"
"30/11/2023 11:00 - 30/11/2023 11:15","CTA|ES","30620.00","29750.00"
"30/11/2023 11:15 - 30/11/2023 11:30","CTA|ES","30716.00","29710.00"
"30/11/2023 11:30 - 30/11/2023 11:45","CTA|ES","30704.00","29709.00"
"30/11/2023 11:45 - 30/11/2023 12:00","CTA|ES","30604.00","29737.00"
"30/11/2023 12:00 - 30/11/2023 12:15","CTA|ES","30672.00","29780.00"
"30/11/2023 12:15 - 30/11/2023 12:30","CTA|ES","30712.00","29831.00"
"30/11/2023 12:30 - 30/11/2023 12:45","CTA|ES","30716.00","29877.00"
"30/11/2023 12:45 - 30/11/2023 13:00","CTA|ES","30980.00","29910.00"
"30/11/2023 13:00 - 30/11/2023 13:15","CTA|ES","31216.00","29974.00"
"30/11/2023 13:15 - 30/11/2023 13:30","CTA|ES","31300.00","29966.00"
"30/11/2023 13:30 - 30/11/2023 13:45","CTA|ES","31344.00","29930.00"
"30/11/2023 13:45 - 30/11/2023 14:00","CTA|ES","31332.00","29875.00"
"30/11/2023 14:00 - 30/11/2023 14:15","CTA|ES","31252.00","29804.00"
"30/11/2023 14:15 - 30/11/2023 14:30","CTA|ES","31264.00","29738.00"
"30/11/2023 14:30 - 30/11/2023 14:45","CTA|ES","31448.00","29681.00"
"30/11/2023 14:45 - 30/11/2023 15:00","CTA|ES","31268.00","29637.00"
"30/11/2023 15:00 - 30/11/2023 15:15","CTA|ES","31212.00","29563.00"
"30/11/2023 15:15 - 30/11/2023 15:30","CTA|ES","30880.00","29562.00"
"30/11/2023 15:30 - 30/11/2023 15:45","CTA|ES","30848.00","29590.00"
"30/11/2023 15:45 - 30/11/2023 16:00","CTA|ES","30772.00","29646.00"
"30/11/2023 16:00 - 30/11/2023 16:15","CTA|ES","30732.00","29669.00"
"30/11/2023 16:15 - 30/11/2023 16:30","CTA|ES","30872.00","29782.00"
"30/11/2023 16:30 - 30/11/2023 16:45","CTA|ES","30776.00","29926.00"
"30/11/2023 16:45 - 30/11/2023 17:00","CTA|ES","30676.00","30109.00"
"30/11/2023 17:00 - 30/11/2023 17:15","CTA|ES","30776.00","30232.00"
"30/11/2023 17:15 - 30/11/2023 17:30","CTA|ES","30984.00","30530.00"
"30/11/2023 17:30 - 30/11/2023 17:45","CTA|ES","31108.00","30893.00"
"30/11/2023 17:45 - 30/11/2023 18:00","CTA|ES","31480.00","31286.00"
"30/11/2023 18:00 - 30/11/2023 18:15","CTA|ES","31904.00","31807.00"
"30/11/2023 18:15 - 30/11/2023 18:30","CTA|ES","32208.00","32126.00"
"30/11/2023 18:30 - 30/11/2023 18:45","CTA|ES","32224.00","32351.00"
"30/11/2023 18:45 - 30/11/2023 19:00","CTA|ES","32392.00","32502.00"
"30/11/2023 19:00 - 30/11/2023 19:15","CTA|ES","32508.00","32625.00"
"30/11/2023 19:15 - 30/11/2023 19:30","CTA|ES","32528.00","32726.00"
"30/11/2023 19:30 - 30/11/2023 19:45","CTA|ES","32496.00","32841.00"
"30/11/2023 19:45 - 30/11/2023 20:00","CTA|ES","32572.00","32949.00"
"30/11/2023 20:00 - 30/11/2023 20:15","CTA|ES","32772.00","33178.00"
"30/11/2023 20:15 - 30/11/2023 20:30","CTA|ES","32888.00","33184.00"
"30/11/2023 20:30 - 30/11/2023 20:45","CTA|ES","32912.00","33096.00"
"30/11/2023 20:45 - 30/11/2023 21:00","CTA|ES","33036.00","32890.00"
"30/11/2023 21:00 - 30/11/2023 21:15","CTA|ES","33004.00","32864.00"
"30/11/2023 21:15 - 30/11/2023 21:30","CTA|ES","32684.00","32355.00"
"30/11/2023 21:30 - 30/11/2023 21:45","CTA|ES","32204.00","31678.00"
"30/11/2023 21:45 - 30/11/2023 22:00","CTA|ES","31660.00","30891.00"
"30/11/2023 22:00 - 30/11/2023 22:15","CTA|ES","30868.00","30003.00"
"30/11/2023 22:15 - 30/11/2023 22:30","CTA|ES","29880.00","29209.00"
"30/11/2023 22:30 - 30/11/2023 22:45","CTA|ES","29308.00","28502.00"
"30/11/2023 22:45 - 30/11/2023 23:00","CTA|ES","28552.00","27881.00"
"30/11/2023 23:00 - 30/11/2023 23:15","CTA|ES","27948.00","27263.00"
"30/11/2023 23:15 - 30/11/2023 23:30","CTA|ES","27112.00","26758.00"
"30/11/2023 23:30 - 30/11/2023 23:45","CTA|ES","26716.00","26287.00"
"30/11/2023 23:45 - 01/12/2023 00:00","CTA|ES","26028.00","25841.00"
"01/12/2023 00:00 - 01/12/2023 00:15","CTA|ES","25520.00","25037.00"
"01/12/2023 00:15 - 01/12/2023 00:30","CTA|ES","25224.00","24610.00"
"01/12/2023 00:30 - 01/12/2023 00:45","CTA|ES","25056.00","24208.00"
"01/12/2023 00:45 - 01/12/2023 01:00","CTA|ES","24584.00","23834.00"
"01/12/2023 01:00 - 01/12/2023 01:15","CTA|ES","24288.00","23434.00"
"01/12/2023 01:15 - 01/12/2023 01:30","CTA|ES","23868.00","23120.00"
"01/12/2023 01:30 - 01/12/2023 01:45","CTA|ES","23416.00","22840.00"
"01/12/2023 01:45 - 01/12/2023 02:00","CTA|ES","23188.00","22593.00"
"01/12/2023 02:00 - 01/12/2023 02:15","CTA|ES","23048.00","22317.00"
"01/12/2023 02:15 - 01/12/2023 02:30","CTA|ES","22644.00","22140.00"
"01/12/2023 02:30 - 01/12/2023 02:45","CTA|ES","22624.00","21998.00"
"01/12/2023 02:45 - 01/12/2023 03:00","CTA|ES","22456.00","21885.00"
"01/12/2023 03:00 - 01/12/2023 03:15","CTA|ES","22148.00","21761.00"
"01/12/2023 03:15 - 01/12/2023 03:30","CTA|ES","22168.00","21694.00"
"01/12/2023 03:30 - 01/12/2023 03:45","CTA|ES","21940.00","21641.00"
"01/12/2023 03:45 - 01/12/2023 04:00","CTA|ES","21804.00","21607.00"
"01/12/2023 04:00 - 01/12/2023 04:15","CTA|ES","21832.00","21531.00"
"01/12/2023 04:15 - 01/12/2023 04:30","CTA|ES","22024.00","21544.00"
"01/12/2023 04:30 - 01/12/2023 04:45","CTA|ES","21928.00","21589.00"
"01/12/2023 04:45 - 01/12/2023 05:00","CTA|ES","21992.00","21694.00"
"01/12/2023 05:00 - 01/12/2023 05:15","CTA|ES","21988.00","21642.00"
"01/12/2023 05:15 - 01/12/2023 05:30","CTA|ES","22244.00","21950.00"
"01/12/2023 05:30 - 01/12/2023 05:45","CTA|ES","22340.00","22399.00"
"01/12/2023 05:45 - 01/12/2023 06:00","CTA|ES","22600.00","22993.00"
"01/12/2023 06:00 - 01/12/2023 06:15","CTA|ES","22916.00","23530.00"
"01/12/2023 06:15 - 01/12/2023 06:30","CTA|ES","24088.00","24398.00"
"01/12/2023 06:30 - 01/12/2023 06:45","CTA|ES","24780.00","25388.00"
"01/12/2023 06:45 - 01/12/2023 07:00","CTA|ES","25616.00","26425.00"
"01/12/2023 07:00 - 01/12/2023 07:15","CTA|ES","26648.00","27794.00"
"01/12/2023 07:15 - 01/12/2023 07:30","CTA|ES","28088.00","28670.00"
"01/12/2023 07:30 - 01/12/2023 07:45","CTA|ES","28684.00","29345.00"
"01/12/2023 07:45 - 01/12/2023 08:00","CTA|ES","29544.00","29826.00"
"01/12/2023 08:00 - 01/12/2023 08:15","CTA|ES","30088.00","30399.00"
"01/12/2023 08:15 - 01/12/2023 08:30","CTA|ES","30468.00","30588.00"
"01/12/2023 08:30 - 01/12/2023 08:45","CTA|ES","30620.00","30672.00"
"01/12/2023 08:45 - 01/12/2023 09:00","CTA|ES","30748.00","30678.00"
"01/12/2023 09:00 - 01/12/2023 09:15","CTA|ES","30684.00","30672.00"
"01/12/2023 09:15 - 01/12/2023 09:30","CTA|ES","30812.00","30596.00"
"01/12/2023 09:30 - 01/12/2023 09:45","CTA|ES","31032.00","30511.00"
"01/12/2023 09:45 - 01/12/2023 10:00","CTA|ES","31160.00","30424.00"
"01/12/2023 10:00 - 01/12/2023 10:15","CTA|ES","31220.00","30332.00"
"01/12/2023 10:15 - 01/12/2023 10:30","CTA|ES","31252.00","30245.00"
"01/12/2023 10:30 - 01/12/2023 10:45","CTA|ES","31100.00","30161.00"
"01/12/2023 10:45 - 01/12/2023 11:00","CTA|ES","31204.00","30081.00"
"01/12/2023 11:00 - 01/12/2023 11:15","CTA|ES","31132.00","29988.00"
"01/12/2023 11:15 - 01/12/2023 11:30","CTA|ES","30800.00","29922.00"
"01/12/2023 11:30 - 01/12/2023 11:45","CTA|ES","30672.00","29867.00"
"01/12/2023 11:45 - 01/12/2023 12:00","CTA|ES","30764.00","29828.00"
"01/12/2023 12:00 - 01/12/2023 12:15","CTA|ES","30620.00","29758.00"
"01/12/2023 12:15 - 01/12/2023 12:30","CTA|ES","30720.00","29772.00"
"01/12/2023 12:30 - 01/12/2023 12:45","CTA|ES","30676.00","29818.00"
"01/12/2023 12:45 - 01/12/2023 13:00","CTA|ES","30572.00","29877.00"
"01/12/2023 13:00 - 01/12/2023 13:15","CTA|ES","30692.00","29998.00"
"01/12/2023 13:15 - 01/12/2023 13:30","CTA|ES","30636.00","30015.00"
"01/12/2023 13:30 - 01/12/2023 13:45","CTA|ES","30644.00","29984.00"
"01/12/2023 13:45 - 01/12/2023 14:00","CTA|ES","30488.00","29914.00"
"01/12/2023 14:00 - 01/12/2023 14:15","CTA|ES","30080.00","29825.00"
"01/12/2023 14:15 - 01/12/2023 14:30","CTA|ES","29924.00","29724.00"
"01/12/2023 14:30 - 01/12/2023 14:45","CTA|ES","30056.00","29628.00"
"01/12/2023 14:45 - 01/12/2023 15:00","CTA|ES","29824.00","29546.00"
"01/12/2023 15:00 - 01/12/2023 15:15","CTA|ES","29780.00","29433.00"
"01/12/2023 15:15 - 01/12/2023 15:30","CTA|ES","29592.00","29391.00"
"01/12/2023 15:30 - 01/12/2023 15:45","CTA|ES","29664.00","29377.00"
"01/12/2023 15:45 - 01/12/2023 16:00","CTA|ES","29692.00","29390.00"
"01/12/2023 16:00 - 01/12/2023 16:15","CTA|ES","29680.00","29368.00"
"01/12/2023 16:15 - 01/12/2023 16:30","CTA|ES","29648.00","29439.00"
"01/12/2023 16:30 - 01/12/2023 16:45","CTA|ES","29428.00","29542.00"
"01/12/2023 16:45 - 01/12/2023 17:00","CTA|ES","29544.00","29692.00"
"01/12/2023 17:00 - 01/12/2023 17:15","CTA|ES","29720.00","29760.00"
"01/12/2023 17:15 - 01/12/2023 17:30","CTA|ES","29960.00","30053.00"
"01/12/2023 17:30 - 01/12/2023 17:45","CTA|ES","30124.00","30431.00"
"01/12/2023 17:45 - 01/12/2023 18:00","CTA|ES","30568.00","30849.00"
"01/12/2023 18:00 - 01/12/2023 18:15","CTA|ES","31196.00","31431.00"
"01/12/2023 18:15 - 01/12/2023 18:30","CTA|ES","31432.00","31754.00"
"01/12/2023 18:30 - 01/12/2023 18:45","CTA|ES","31724.00","31957.00"
"01/12/2023 18:45 - 01/12/2023 19:00","CTA|ES","32088.00","32063.00"
"01/12/2023 19:00 - 01/12/2023 19:15","CTA|ES","32052.00","32137.00"
"01/12/2023 19:15 - 01/12/2023 19:30","CTA|ES","32032.00","32165.00"
"01/12/2023 19:30 - 01/12/2023 19:45","CTA|ES","31976.00","32201.00"
"01/12/2023 19:45 - 01/12/2023 20:00","CTA|ES","31960.00","32237.00"
"01/12/2023 20:00 - 01/12/2023 20:15","CTA|ES","32204.00","32356.00"
"01/12/2023 20:15 - 01/12/2023 20:30","CTA|ES","32272.00","32326.00"
"01/12/2023 20:30 - 01/12/2023 20:45","CTA|ES","32336.00","32233.00"
"01/12/2023 20:45 - 01/12/2023 21:00","CTA|ES","32160.00","32050.00"
"01/12/2023 21:00 - 01/12/2023 21:15","CTA|ES","32072.00","32036.00"
"01/12/2023 21:15 - 01/12/2023 21:30","CTA|ES","31916.00","31597.00"
"01/12/2023 21:30 - 01/12/2023 21:45","CTA|ES","31768.00","31006.00"
"01/12/2023 21:45 - 01/12/2023 22:00","CTA|ES","31280.00","30307.00"
"01/12/2023 22:00 - 01/12/2023 22:15","CTA|ES","30324.00","29542.00"
"01/12/2023 22:15 - 01/12/2023 22:30","CTA|ES","29304.00","28797.00"
"01/12/2023 22:30 - 01/12/2023 22:45","CTA|ES","28936.00","28105.00"
"01/12/2023 22:45 - 01/12/2023 23:00","CTA|ES","28404.00","27482.00"
"01/12/2023 23:00 - 01/12/2023 23:15","CTA|ES","27804.00","26800.00"
"01/12/2023 23:15 - 01/12/2023 23:30","CTA|ES","27104.00","26333.00"
"01/12/2023 23:30 - 01/12/2023 23:45","CTA|ES","26596.00","25945.00"
"01/12/2023 23:45 - 02/12/2023 00:00","CTA|ES","25984.00","25613.00"
"02/12/2023 00:00 - 02/12/2023 00:15","CTA|ES","25596.00","25336.00"
"02/12/2023 00:15 - 02/12/2023 00:30","CTA|ES","25292.00","24912.00"
"02/12/2023 00:30 - 02/12/2023 00:45","CTA|ES","25080.00","24491.00"
"02/12/2023 00:45 - 02/12/2023 01:00","CTA|ES","24764.00","24084.00"
"02/12/2023 01:00 - 02/12/2023 01:15","CTA|ES","24244.00","23640.00"
"02/12/2023 01:15 - 02/12/2023 01:30","CTA|ES","23932.00","23291.00"
"02/12/2023 01:30 - 02/12/2023 01:45","CTA|ES","23552.00","22983.00"
"02/12/2023 01:45 - 02/12/2023 02:00","CTA|ES","23184.00","22711.00"
"02/12/2023 02:00 - 02/12/2023 02:15","CTA|ES","22692.00","22437.00"
"02/12/2023 02:15 - 02/12/2023 02:30","CTA|ES","22380.00","22210.00"
"02/12/2023 02:30 - 02/12/2023 02:45","CTA|ES","22140.00","21995.00"
"02/12/2023 02:45 - 02/12/2023 03:00","CTA|ES","21900.00","21795.00"
"02/12/2023 03:00 - 02/12/2023 03:15","CTA|ES","21784.00","21566.00"
"02/12/2023 03:15 - 02/12/2023 03:30","CTA|ES","21572.00","21412.00"
"02/12/2023 03:30 - 02/12/2023 03:45","CTA|ES","21500.00","21286.00"
"02/12/2023 03:45 - 02/12/2023 04:00","CTA|ES","21460.00","21185.00"
"02/12/2023 04:00 - 02/12/2023 04:15","CTA|ES","21364.00","21077.00"
"02/12/2023 04:15 - 02/12/2023 04:30","CTA|ES","21280.00","21006.00"
"02/12/2023 04:30 - 02/12/2023 04:45","CTA|ES","21056.00","20944.00"
